Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,0.01,0.01,18,25,25
Reserves,74,76,84,94,99,206,287
Borrowings,94,86,61,49,46,178,377
  └─ Long term Borrowings,76,65,44,29,27,139,331
  └─ Short term Borrowings,1,1,17,20,19,40,46
  └─ Other Borrowings,17,19,0,0,0,0,
Other Liabilities,26,21,22,33,22,23,53
  └─ Non controlling int,6.93,6.82,7.10,7.79,9.65,9.77,10.56
  └─ Trade Payables,11.97,8.71,9.02,16.93,5.00,4.41,10.69
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.10,
  └─ Other liability items,6.78,5.60,5.67,8.63,7.30,9.14,32.14
Total Liabilities,193,182,167,176,185,432,742
Fixed Assets,125,119,91,86,82,183,502
  └─ Building,3.87,3.87,3.87,3.87,2.95,2.95,
  └─ Ships Vessels,224.22,236.58,217.87,224.74,237.38,350.38,
  └─ Equipments,0.20,0.28,0.28,0.30,0.36,0.40,
  └─ Computers,0.23,0.28,0.28,0.32,0.36,0.39,
  └─ Furniture n fittings,0.12,0.12,0.17,0.17,0.17,0.17,
  └─ Vehicles,1.90,1.93,3.47,4.28,3.92,4.45,
  └─ Intangible Assets,0.01,0.01,0.01,0.01,0.01,0.01,0.10
  └─ Other fixed assets,0.28,0.31,0.31,0.31,0.31,0.39,
  └─ Gross Block,230.83,243.38,226.26,234.00,245.46,359.14,
  └─ Accumulated Depreciation,106.15,124.08,134.86,148.13,163.51,175.76,
CWIP,0,0,0,0,0,0,1
Investments,3,13,31,5,11,13,13
Other Assets,65,50,44,84,92,236,225
  └─ Trade receivables,19,15,13,24,32,56,98
    └─ Receivables over 6m,3.11,3.84,4.61,5.49,4.76,13.22,
    └─ Receivables under 6m,15.45,11.61,8.06,18.72,27.29,42.30,
  └─ Cash Equivalents,31,21,12,18,7,122,48
  └─ Loans n Advances,2,3,2,5,9,24,70
  └─ Other asset items,14,11,18,37,45,35,8
Total Assets,193,182,167,176,185,432,742
