Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,1894,1897,1850,1850,1850,1850,2695,2695,2695,2695,2638,2638,
Reserves,15126,16345,13650,15115,12682,11693,13182,19456,18415,24344,29860,37008,
Borrowings,2582,0,278,0,6,4627,21576,19726,19185,20531,21156,21127,
  └─ Long term Borrowings,1566,0,0,0,0,0,1505,2374,2434,1504,153,0,
  └─ Short term Borrowings,147,0,278,0,6,2418,5465,919,740,2807,2109,921,
  └─ Lease Liabilities,0,0,0,0,0,2209,13412,14239,14472,16219,18893,20206,
  └─ Other Borrowings,869,0,0,0,0,0,1194,2194,1539,0,0,,
Other Liabilities,7552,2461,5163,2661,2577,1584,7491,6091,6278,8298,9514,10544,
  └─ Trade Payables,134,64,1121,1100,1083,807,3259,2129,2122,2280,2445,2672,
  └─ Other liability items,7418,2397,4042,1561,1494,777,4232,3962,4156,6018,7069,7871,
Total Liabilities,27155,20703,20941,19625,17115,19754,44944,47968,46572,55868,63168,71316,
Fixed Assets,14812,6063,5794,5595,5332,6714,31800,31826,32384,39300,44380,49514,
  └─ Land,0.30,0.20,0.20,0.20,0.20,0.20,0.40,0.40,0.40,0.40,0.40,,
  └─ Building,52.20,27.70,32.20,34.10,35.00,35.70,119.50,111.30,111.50,111.90,116.20,,
  └─ Plant Machinery,27017.80,12753.10,13392.30,14061.50,14587.30,15073.00,55899.10,56791.60,58757.30,66322.00,72260.10,,
  └─ Equipments,34.10,19.40,21.80,22.70,23.40,25.30,78.40,72.80,77.90,89.00,99.00,,
  └─ Computers,92.80,73.10,88.30,92.00,94.90,92.30,186.80,188.60,200.20,146.60,175.30,,
  └─ Vehicles,0.80,0.90,0.90,0.70,0.80,0.30,0.00,0.00,0.00,18.60,55.70,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.30,
  └─ Other fixed assets,83.80,41.20,53.30,55.30,56.40,1909.50,10488.40,11248.90,11524.50,12916.70,15256.00,,
  └─ Gross Block,27281.80,12915.60,13589.00,14266.50,14798.00,17136.30,66772.60,68413.60,70671.80,79605.20,87962.70,,
  └─ Accumulated Depreciation,12469.70,6852.50,7794.80,8671.70,9465.80,10422.20,34972.40,36587.50,38288.20,40305.00,43582.80,,
CWIP,226,70,58,110,118,54,274,179,355,422,567,630,
Investments,5882,10059,11172,12327,9906,11170,2271,1652,276,3,1486,4316,
Other Assets,6234,4511,3916,1593,1759,1815,10598,14311,13559,16143,16735,16856,
  └─ Inventories,0,0,0,0,0,0,0,0,0,0,8,27,
  └─ Trade receivables,353,196,300,275,551,367,3828,7059,4869,6451,4768,4939,
    └─ Receivables over 6m,166,0,0,0,0,0,693,325,1568,2160,375,,154
    └─ Receivables under 6m,311,321,422,405,586,457,3620,7102,8977,9891,4859,,302
    └─ Prov for Doubtful,-124,-126,-122,-130,-35,-90,-485,-368,-5677,-5600,-466,,-148
  └─ Cash Equivalents,912,3160,2250,31,2,147,14,980,22,63,1856,1552,
  └─ Loans n Advances,56,189,349,252,249,244,507,190,226,213,290,1550,
  └─ Other asset items,4913,967,1017,1035,957,1057,6249,6081,8442,9416,9814,8788,
Total Assets,27155,20703,20941,19625,17115,19754,44944,47968,46572,55868,63168,71316,
