Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,24,24,32,32,32,33,38,44,44
Reserves,21,29,49,134,161,248,415,973,1708,2290,2591
Borrowings,21,31,32,106,126,119,201,202,403,513,695
  └─ Long term Borrowings,,0,0,0,0,0,0,0,0,0,0
  └─ Short term Borrowings,,30,31,106,125,0,0,0,0,0,671
  └─ Lease Liabilities,,0,0,0,0,0,0,0,0,0,24
  └─ Other Borrowings,21,0,0,0,0,119,201,202,403,513,
Other Liabilities,36,40,55,78,141,462,782,632,719,933,1260
  └─ Non controlling int,0,0,0,0,0,0,11,13,14,15,20
  └─ Trade Payables,18,23,37,53,84,321,655,349,359,413,579
  └─ Advance from Customers,0,0,1,0,0,0,0,0,0,0,
  └─ Other liability items,17,17,17,24,58,141,115,269,345,505,661
Total Liabilities,82,104,160,343,460,861,1429,1839,2868,3780,4590
Fixed Assets,8,8,8,35,33,38,53,63,76,74,65
  └─ Land,4.90,4.90,4.08,4.26,4.26,4.26,0.00,0.00,0.00,0.00,
  └─ Building,0.00,0.00,0.00,25.98,25.98,29.44,41.50,52.32,60.80,63.74,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,1.02,1.19,1.49,1.97,
  └─ Equipments,0.28,0.41,0.46,0.88,1.03,1.22,1.27,1.52,1.95,2.18,
  └─ Computers,1.20,5.94,8.06,11.30,13.33,12.47,22.29,29.49,37.01,42.70,
  └─ Furniture n fittings,0.02,0.54,0.59,1.47,1.56,1.15,4.21,5.93,8.57,11.09,
  └─ Vehicles,0.83,1.89,2.54,2.92,3.12,3.19,4.09,3.61,6.72,6.73,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75
  └─ Other fixed assets,0.33,1.72,1.73,1.88,2.05,1.99,8.23,8.79,11.76,14.10,
  └─ Gross Block,7.56,15.40,17.46,48.69,51.33,53.72,82.61,102.85,128.30,142.51,
  └─ Accumulated Depreciation,0.00,7.14,9.21,13.49,17.96,15.88,29.32,40.14,52.55,68.61,
CWIP,0,0,0,0,0,0,10,1,1,3,0
Investments,2,25,39,42,36,67,8,6,149,355,228
Other Assets,73,71,112,265,391,756,1358,1769,2643,3350,4296
  └─ Inventories,2,4,8,21,16,65,45,45,104,175,0
  └─ Trade receivables,18,16,20,13,9,2,6,32,12,26,37
  └─ Cash Equivalents,33,33,54,117,199,307,806,1403,2018,2460,3130
  └─ Loans n Advances,4,1,1,16,19,33,19,21,23,36,712
  └─ Other asset items,15,17,30,99,148,349,482,268,486,653,418
Total Assets,82,104,160,343,460,861,1429,1839,2868,3780,4590
