Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,30,30,30,30,30,30
Reserves,88,102,115,109,125,137,151,169,186
Borrowings,130,142,147,141,177,207,248,269,276
  └─ Long term Borrowings,58,73,75,80,90,91,98,72,48
  └─ Short term Borrowings,55,49,53,58,84,114,150,196,227
  └─ Lease Liabilities,0,0,4,3,2,1,0,1,1
  └─ Other Borrowings,17,20,15,-0,0,0,-0,0,
Other Liabilities,107,114,84,88,97,106,118,145,157
  └─ Non controlling int,0,0,0,0,-0,0,1,2,2
  └─ Trade Payables,85,88,66,68,77,81,88,111,118
  └─ Advance from Customers,0,0,0,3,1,4,8,5,
  └─ Other liability items,22,27,18,16,20,20,21,27,37
Total Liabilities,340,373,361,368,429,479,547,613,648
Fixed Assets,64,73,117,109,110,107,149,162,187
  └─ Land,2.16,2.05,2.05,4.83,4.78,4.78,13.31,20.85,
  └─ Building,10.02,11.68,18.68,20.01,21.29,21.58,32.72,40.12,
  └─ Plant Machinery,52.62,53.81,99.41,99.98,107.21,103.70,127.95,135.01,
  └─ Equipments,0.92,0.97,1.15,1.19,1.30,1.35,1.61,1.86,
  └─ Computers,0.48,0.53,0.58,0.62,0.67,0.70,0.89,1.00,
  └─ Furniture n fittings,0.98,1.04,1.65,1.76,1.76,1.77,3.12,3.26,
  └─ Vehicles,22.39,30.21,31.59,26.44,28.67,38.48,44.36,49.24,
  └─ Intangible Assets,0.62,0.62,0.62,0.62,0.00,0.00,0.00,0.00,2.62
  └─ Other fixed assets,0.18,1.29,1.39,1.19,3.98,4.51,4.52,5.84,
  └─ Gross Block,90.37,102.20,157.12,156.64,169.66,176.87,228.48,257.18,
  └─ Accumulated Depreciation,26.62,29.21,39.69,47.69,59.83,69.64,79.72,95.35,
CWIP,5,38,1,5,15,37,28,30,0
Investments,0,0,0,0,0,4,4,2,2
Other Assets,271,262,242,254,304,332,366,420,460
  └─ Inventories,59,48,63,80,89,111,135,152,175
  └─ Trade receivables,162,124,116,120,134,142,146,155,187
    └─ Receivables over 6m,1,0,0,26,13,16,13,17,
    └─ Receivables under 6m,160,124,116,94,121,126,133,138,
  └─ Cash Equivalents,13,16,15,27,16,16,2,23,8
  └─ Loans n Advances,3,10,4,4,21,20,12,15,3
  └─ Other asset items,35,63,45,23,44,42,70,76,87
Total Assets,340,373,361,368,429,479,547,613,648
