Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,12,12,12,13,13,13,13,13,13,14,15,15,
Reserves,160,162,168,176,184,196,222,239,260,292,344,394,
Borrowings,28,28,24,13,11,9,18,9,11,9,12,5,
  └─ Long term Borrowings,0.00,0.00,16.99,11.12,8.31,4.49,11.24,5.99,5.95,4.41,4.42,3.57,
  └─ Short term Borrowings,25.22,27.84,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.08,1.69,
  └─ Other Borrowings,2.32,0.00,0.03,2.07,3.09,4.93,7.16,3.19,4.84,4.11,5.23,,
Other Liabilities,17,17,14,25,59,68,34,37,39,49,67,80,
  └─ Trade Payables,3,4,8,8,35,41,4,3,2,4,4,8,
  └─ Other liability items,15,13,6,17,24,27,30,34,37,44,63,72,
Total Liabilities,217,218,218,228,267,286,288,299,323,364,438,494,
Fixed Assets,167,163,164,179,193,212,217,229,247,261,276,286,
  └─ Land,0,0,2,0,0,0,0,0,0,0,0,,
  └─ Building,6,6,0,2,2,2,2,2,2,2,6,,
  └─ Plant Machinery,1,1,1,1,1,1,1,1,1,1,3,,
  └─ Equipments,7,8,8,8,8,8,9,9,9,10,10,,
  └─ Computers,12,12,13,28,35,35,38,37,39,37,31,,
  └─ Furniture n fittings,3,3,2,2,2,3,3,3,3,3,4,,
  └─ Vehicles,2,2,1,2,2,2,2,2,2,3,3,,
  └─ Intangible Assets,234,240,252,263,285,313,330,347,368,392,418,276,
  └─ Other fixed assets,3,3,9,9,9,6,6,6,6,6,1,,
  └─ Gross Block,268,275,288,315,345,370,390,407,431,454,476,,
  └─ Accumulated Depreciation,100,113,124,136,151,157,173,178,184,193,200,,
CWIP,1,2,5,2,3,4,2,-0,-0,-0,-0,5,
Investments,18,15,10,-0,-0,-0,-0,-0,-0,-0,-0,-0,
Other Assets,30,39,39,47,71,70,69,70,76,103,162,203,
  └─ Inventories,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade receivables,3,6,13,17,40,46,28,37,29,56,99,129,
    └─ Receivables over 6m,3,6,1,1,6,3,2,37,0,9,19,,2
    └─ Receivables under 6m,0,0,11,16,34,43,26,0,29,47,80,,1
    └─ Prov for Doubtful,0,0,0,0,0,0,0,-0,-0,-0,-0,,0
  └─ Cash Equivalents,4,5,3,5,3,4,23,11,12,17,25,10,
  └─ Loans n Advances,3,3,0,0,0,0,0,0,0,0,0,0,
  └─ Other asset items,20,24,24,24,28,20,18,22,35,29,38,63,
Total Assets,217,218,218,228,267,286,288,299,323,364,438,494,
