Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,35,35,35,35,35,35,35,35,35,35,39,39,
Reserves,380,414,469,527,576,603,629,674,738,830,1167,1359,
Borrowings,268,334,445,515,863,968,775,868,843,808,676,711,
  └─ Long term Borrowings,235,184,139,355,795,866,694,815,806,764,574,671,
  └─ Short term Borrowings,32,16,39,2,1,0,82,52,20,43,103,40,
  └─ Other Borrowings,1,134,267,158,67,103,-0,0,18,0,-0,,
Other Liabilities,492,478,466,458,406,365,457,441,305,290,372,484,
  └─ Non controlling int,97,89,72,83,95,105,102,101,119,128,117,120,
  └─ Trade Payables,76,27,34,59,51,34,29,42,38,37,59,57,
  └─ Advance from Customers,10,1,33,1,0,76,79,127,62,23,103,,
  └─ Other liability items,310,360,327,315,259,150,248,171,84,102,93,307,
Total Liabilities,1176,1261,1416,1536,1880,1972,1897,2018,1922,1963,2254,2594,
Fixed Assets,74,72,70,69,71,76,66,66,69,71,77,106,
  └─ Land,14.47,14.47,14.47,14.47,14.47,21.48,14.47,14.47,14.47,14.47,14.47,,
  └─ Building,4.49,4.49,4.49,4.49,4.49,4.49,3.76,5.94,5.94,5.94,5.94,,
  └─ Plant Machinery,5.04,5.06,5.42,5.82,5.98,5.83,5.86,5.13,6.18,6.86,10.81,,
  └─ Equipments,1.06,1.06,1.15,1.19,1.44,1.44,1.44,1.49,1.84,2.26,3.84,,
  └─ Computers,1.72,1.78,1.83,2.06,2.19,2.43,2.43,2.52,4.63,5.19,5.42,,
  └─ Furniture n fittings,1.90,1.91,1.95,2.10,2.11,2.11,2.45,2.47,2.74,2.74,2.82,,
  └─ Vehicles,9.51,9.98,8.56,9.04,13.07,12.75,12.75,12.52,12.95,14.77,14.59,,
  └─ Intangible Assets,41.60,41.60,41.60,41.60,41.60,41.60,41.60,41.60,41.60,41.60,41.60,41.96,
  └─ Other fixed assets,0.69,0.79,0.83,0.84,0.97,1.00,1.00,1.05,1.20,1.33,1.33,,
  └─ Gross Block,80.48,81.14,80.30,81.61,86.32,93.13,85.76,87.19,91.55,95.16,100.82,,
  └─ Accumulated Depreciation,6.38,9.23,10.78,12.90,15.44,17.49,19.71,20.90,22.81,23.75,23.79,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,39,39,22,24,86,67,50,25,66,110,124,120,
Other Assets,1063,1150,1325,1443,1722,1829,1781,1928,1787,1782,2053,2368,
  └─ Inventories,675,690,734,759,969,1000,942,999,1175,1157,1292,1495,
  └─ Trade receivables,19,47,130,178,192,210,179,264,137,215,316,424,
    └─ Receivables over 6m,2,6,22,28,68,46,180,265,49,70,170,,1
    └─ Receivables under 6m,17,41,108,151,125,164,-0,-0,88,145,146,,20
    └─ Prov for Doubtful,-0,-0,-0,-0,-0,-0,-1,-1,-0,-0,-0,,-0
  └─ Cash Equivalents,7,19,22,20,28,22,43,35,40,117,101,87,
  └─ Loans n Advances,32,29,75,143,88,64,25,29,105,123,166,171,
  └─ Other asset items,331,366,364,342,446,534,592,600,330,171,178,190,
Total Assets,1176,1261,1416,1536,1880,1972,1897,2018,1922,1963,2254,2594,
