Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,13,18,18,18
Reserves,32,37,29,82,83,78
Borrowings,36,34,30,9,41,45
  └─ Long term Borrowings,12.92,21.48,15.90,5.75,6.47,7.88
  └─ Short term Borrowings,23.49,12.52,13.62,2.95,17.24,17.82
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,17.50,18.92
  └─ Other Borrowings,0.00,0.00,0.01,0.00,,
Other Liabilities,24,28,38,50,39,33
  └─ Trade Payables,17.19,17.45,19.68,25.99,29.11,21.96
  └─ Advance from Customers,4.75,1.30,0.99,2.28,,
  └─ Other liability items,2.12,9.37,17.31,21.55,10.21,11.14
Total Liabilities,94,101,110,158,182,174
Fixed Assets,16,15,15,15,17,22
  └─ Land,7.38,7.38,7.38,0.00,,
  └─ Building,10.83,10.24,10.54,0.00,,
  └─ Plant Machinery,0.14,0.20,0.29,0.00,,
  └─ Equipments,2.15,2.26,1.77,0.00,,
  └─ Furniture n fittings,0.56,0.91,0.59,0.00,,
  └─ Vehicles,2.37,2.41,2.54,0.00,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.17,6.74
  └─ Other fixed assets,0.93,1.05,0.47,15.06,,
  └─ Gross Block,24.36,24.45,23.58,15.06,,
  └─ Accumulated Depreciation,8.22,9.06,8.53,0.00,,
CWIP,1,1,-0,-0,4,-0
Investments,-0,-0,0,2,3,3
Other Assets,77,85,95,141,158,149
  └─ Inventories,6,1,3,5,7,5
  └─ Trade receivables,42,37,36,48,54,46
  └─ Cash Equivalents,5,5,4,7,8,6
  └─ Loans n Advances,5,14,23,35,72,63
  └─ Other asset items,19,28,29,47,18,29
Total Assets,94,101,110,158,182,174
