Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,40,41,65,69
Reserves,159,328,661,1492
Borrowings,739,914,928,1276
  └─ Long term Borrowings,42,36,3,1
  └─ Short term Borrowings,691,873,916,1271
  └─ Lease Liabilities,6,5,8,4
  └─ Preference Capital,40,35,0,0
  └─ Other Borrowings,-40,-35,0,
Other Liabilities,178,245,182,545
  └─ Non controlling int,2,0,-1,-3
  └─ Trade Payables,33,27,104,340
  └─ Advance from Customers,2,74,8,
  └─ Other liability items,141,145,72,208
Total Liabilities,1116,1529,1836,3382
Fixed Assets,74,79,89,114
  └─ Land,16.20,15.77,19.92,
  └─ Building,20.18,22.66,30.65,
  └─ Plant Machinery,50.93,59.58,66.73,
  └─ Equipments,0.52,0.48,0.84,
  └─ Computers,0.50,0.47,0.55,
  └─ Furniture n fittings,5.23,4.42,5.03,
  └─ Vehicles,2.80,3.67,5.11,
  └─ Intangible Assets,0.00,0.00,0.41,0.44
  └─ Other fixed assets,0.00,0.02,0.11,
  └─ Gross Block,96.36,107.07,129.35,
  └─ Accumulated Depreciation,22.24,27.81,40.39,
CWIP,0,0,3,45
Investments,0,16,36,131
Other Assets,1042,1433,1708,3092
  └─ Inventories,342,550,675,1477
  └─ Trade receivables,254,183,129,476
  └─ Cash Equivalents,146,300,248,239
  └─ Loans n Advances,186,282,309,4
  └─ Other asset items,114,117,346,895
Total Assets,1116,1529,1836,3382
