Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,12,17,35,39,39
Reserves,86,146,390,739,1179,1447
Borrowings,63,81,107,20,76,244
  └─ Long term Borrowings,11,8,9,0,11,30
  └─ Short term Borrowings,52,71,98,20,66,214
  └─ Other Borrowings,0,3,-0,-0,-0,
Other Liabilities,49,38,50,49,45,266
  └─ Non controlling int,0,0,0,0,0,35
  └─ Trade Payables,34,20,29,24,23,144
  └─ Advance from Customers,2,6,4,12,6,
  └─ Other liability items,14,12,17,13,16,87
Total Liabilities,209,276,563,843,1339,1996
Fixed Assets,28,42,65,111,218,501
  └─ Land,4.61,5.83,10.69,17.43,24.66,
  └─ Building,6.16,10.64,15.90,37.45,39.72,
  └─ Plant Machinery,18.26,27.75,45.69,65.50,168.29,
  └─ Equipments,0.18,0.29,0.59,1.34,1.90,
  └─ Computers,0.11,0.14,0.20,0.36,0.51,
  └─ Furniture n fittings,1.66,1.66,4.87,4.92,5.15,
  └─ Vehicles,2.25,3.02,8.96,15.31,18.43,
  └─ Other fixed assets,0.02,0.02,3.90,0.03,0.03,
  └─ Gross Block,33.25,49.35,90.80,142.34,258.69,
  └─ Accumulated Depreciation,4.77,6.90,25.44,31.00,40.27,
CWIP,-0,3,4,6,66,159
Investments,0,12,16,6,10,23
Other Assets,181,218,478,720,1044,1314
  └─ Inventories,53,93,168,150,217,271
  └─ Trade receivables,95,96,141,193,280,414
    └─ Receivables over 6m,0,0,5,27,61,
    └─ Receivables under 6m,95,96,137,165,219,
  └─ Cash Equivalents,4,2,53,106,77,45
  └─ Loans n Advances,10,12,113,188,334,186
  └─ Other asset items,18,16,3,83,135,398
Total Assets,209,276,563,843,1339,1996
