Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,17,17
Reserves,4,6,54,57
Borrowings,16,43,62,90
  └─ Long term Borrowings,0,0,0,2
  └─ Short term Borrowings,15,37,62,88
  └─ Lease Liabilities,0,5,0,0
  └─ Other Borrowings,0,0,0,
Other Liabilities,13,18,49,51
  └─ Non controlling int,0.00,0.03,6.36,12.38
  └─ Trade Payables,11.72,16.76,35.98,29.10
  └─ Advance from Customers,0.11,0.12,0.01,
  └─ Other liability items,1.27,1.32,6.80,9.85
Total Liabilities,49,83,182,216
Fixed Assets,3,3,10,17
  └─ Land,0.05,0.05,6.59,
  └─ Building,2.32,1.92,1.92,
  └─ Plant Machinery,0.55,0.56,1.79,
  └─ Equipments,0.46,0.53,0.58,
  └─ Computers,0.22,0.23,0.28,
  └─ Furniture n fittings,0.64,0.72,0.93,
  └─ Vehicles,0.58,0.97,1.10,
  └─ Intangible Assets,0.00,0.00,0.01,0.13
  └─ Other fixed assets,0.39,0.38,0.52,
  └─ Gross Block,5.21,5.36,13.72,
  └─ Accumulated Depreciation,2.30,2.57,3.30,
CWIP,0,8,1,5
Investments,0,1,14,12
Other Assets,46,71,157,182
  └─ Inventories,1,1,1,3
  └─ Trade receivables,37,55,119,100
  └─ Cash Equivalents,3,0,5,16
  └─ Loans n Advances,4,13,9,32
  └─ Other asset items,1,2,22,31
Total Assets,49,83,182,216
