Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05
Reserves,213.74,209.40,310.11,263.27,276.05,227.23,1204.39,2339.79,2239.55,3821.02,4467.68,4604.46
Borrowings,15.17,21.77,19.62,20.14,22.41,1.37,3.54,502.82,586.48,45.52,21.65,8.63
  └─ Long term Borrowings,0.00,2.38,5.28,6.93,9.41,1.37,3.54,465.79,493.63,45.52,21.65,8.63
  └─ Short term Borrowings,15.17,19.39,14.34,13.21,13.00,0.00,0.00,37.03,92.85,0.00,0.00,0.00
Other Liabilities,2.51,3.80,10.19,12.13,9.26,7.20,275.52,574.50,493.50,868.12,674.12,696.75
  └─ Trade Payables,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Other liability items,2,4,10,12,9,7,276,574,494,868,674,697
Total Liabilities,242.47,246.02,350.97,306.59,318.77,246.85,1494.50,3428.16,3330.58,4745.71,5174.50,5320.89
Fixed Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.03,0.03,0.02
  └─ Equipments,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
  └─ Other fixed assets,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.04,0.04,0.05,
  └─ Gross Block,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.05,0.05,0.06,
  └─ Accumulated Depreciation,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,158.14,158.14,273.21,280.16,295.19,240.64,1488.86,3404.62,3286.73,4717.07,5171.08,5318.21
Other Assets,84.33,87.88,77.76,26.43,23.58,6.21,5.63,23.53,43.81,28.61,3.39,2.66
  └─ Trade receivables,0.16,0.09,0.09,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,0.91,1.30,0.40,0.13,0.24,0.04,0.10,0.57,0.46,0.02,0.04,0.06
  └─ Loans n Advances,-7.42,-7.50,-12.12,0.77,0.21,5.38,5.45,0.61,0.79,26.75,0.57,0.00
  └─ Other asset items,90.68,93.99,89.39,25.44,23.12,0.79,0.08,22.35,42.56,1.84,2.78,2.60
Total Assets,242.47,246.02,350.97,306.59,318.77,246.85,1494.50,3428.16,3330.58,4745.71,5174.50,5320.89
