Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23.99,23.99,23.99,23.99
Reserves,42.28,48.40,34.00,34.42
Borrowings,0.00,0.18,3.39,1.04
  └─ Long term Borrowings,0.00,0.18,0.19,0.43
  └─ Short term Borrowings,0.00,0.00,0.00,0.12
  └─ Lease Liabilities,0.00,0.00,3.20,0.49
Other Liabilities,3.45,5.36,6.06,3.68
  └─ Non controlling int,0.00,-0.01,-0.01,0.00
  └─ Trade Payables,1.84,0.05,2.66,0.52
  └─ Advance from Customers,0.00,0.20,0.02,
  └─ Other liability items,1.61,5.12,3.39,3.16
Total Liabilities,69.72,77.93,67.44,63.13
Fixed Assets,7.01,9.09,15.15,8.83
  └─ Plant Machinery,0.99,2.68,8.90,
  └─ Equipments,0.14,0.15,0.15,
  └─ Computers,0.24,0.39,0.46,
  └─ Furniture n fittings,0.19,0.20,0.22,
  └─ Vehicles,0.66,0.81,0.81,
  └─ Intangible Assets,0.01,0.01,0.01,3.93
  └─ Other fixed assets,5.71,9.70,12.67,
  └─ Gross Block,7.94,13.94,23.22,
  └─ Accumulated Depreciation,0.93,4.85,8.07,
CWIP,0.00,0.59,1.26,2.78
Investments,25.65,1.17,4.74,0.71
Other Assets,37.06,67.08,46.29,50.81
  └─ Inventories,0.00,0.01,0.00,1.66
  └─ Trade receivables,11.27,29.07,25.40,29.25
    └─ Receivables over 6m,2.81,11.27,34.24,
    └─ Receivables under 6m,8.46,17.81,4.19,
    └─ Prov for Doubtful,0.00,0.00,-13.03,
  └─ Cash Equivalents,2.45,3.75,3.01,0.08
  └─ Loans n Advances,0.04,5.04,3.09,0.60
  └─ Other asset items,23.30,29.21,14.79,19.22
Total Assets,69.72,77.93,67.44,63.13
