Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6
Reserves,1,2,2,3
Borrowings,9,23,23,27
  └─ Short term Borrowings,9.46,22.63,22.64,27.09
Other Liabilities,12,24,6,21
  └─ Trade Payables,10.86,22.46,4.40,19.53
  └─ Other liability items,0.83,1.33,1.45,1.34
Total Liabilities,28,54,37,57
Fixed Assets,0,0,0,0
  └─ Equipments,0.03,0.04,0.05,
  └─ Computers,0.01,0.02,0.03,
  └─ Vehicles,0.22,0.22,0.22,
  └─ Other fixed assets,0.01,0.01,-0.00,
  └─ Gross Block,0.27,0.29,0.30,
  └─ Accumulated Depreciation,0.08,0.14,0.20,
CWIP,0,0,0,1
Investments,2,2,2,6
Other Assets,26,52,35,51
  └─ Inventories,7.52,10.24,14.23,12.06
  └─ Trade receivables,12.31,31.01,7.99,23.78
  └─ Cash Equivalents,0.29,0.70,0.31,1.44
  └─ Loans n Advances,1.62,4.22,3.51,13.20
  └─ Other asset items,4.11,5.67,8.47,0.16
Total Assets,28,54,37,57
