Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,23,23,23,42,53,53,53,53,53
Reserves,636,1037,1106,574,480,697,857,950,904,890
Borrowings,604,745,824,2162,1755,958,1265,1148,1157,1336
  └─ Long term Borrowings,153,81,86,163,157,72,31,11,8,105
  └─ Short term Borrowings,424,590,704,1048,746,430,567,456,381,426
  └─ Lease Liabilities,0,0,0,918,812,456,667,682,767,805
  └─ Other Borrowings,27,74,33,33,40,0,0,0,0,
Other Liabilities,946,1371,1571,1673,1424,1558,1497,1456,1695,1936
  └─ Non controlling int,0,87,91,88,69,100,183,189,207,217
  └─ Trade Payables,748,1068,1239,1325,932,1048,1020,936,1172,1387
  └─ Advance from Customers,52,6,9,21,31,38,68,61,34,
  └─ Other liability items,146,210,231,239,392,373,228,269,282,332
Total Liabilities,2208,3176,3524,4433,3701,3267,3672,3607,3809,4216
Fixed Assets,340,532,537,1234,1045,661,865,896,1008,1080
  └─ Building,185,274,324,316,278,181,183,176,208,
  └─ Plant Machinery,57,80,94,91,78,30,30,25,34,
  └─ Equipments,19,27,36,36,30,17,16,13,16,
  └─ Computers,21,33,42,51,49,27,33,38,41,
  └─ Furniture n fittings,134,181,218,219,173,146,158,149,180,
  └─ Vehicles,6,6,9,5,5,5,4,3,3,
  └─ Intangible Assets,69,217,188,251,251,190,213,196,148,153
  └─ Other fixed assets,13,22,62,1051,906,434,662,683,814,
  └─ Gross Block,504,841,972,2020,1771,1028,1299,1282,1445,
  └─ Accumulated Depreciation,163,309,435,786,726,367,434,387,437,
CWIP,0,1,11,1,0,0,2,4,3,4
Investments,82,0,0,0,0,0,0,0,0,0
Other Assets,1786,2643,2975,3197,2656,2605,2805,2707,2798,3132
  └─ Inventories,944,727,1184,1306,810,831,982,909,1080,1390
  └─ Trade receivables,250,784,879,781,626,572,560,647,729,752
    └─ Receivables over 6m,0,0,0,0,0,72,89,66,81,
    └─ Receivables under 6m,258,866,939,805,678,898,958,1084,1190,
    └─ Prov for Doubtful,-8,-82,-61,-23,-52,-398,-487,-503,-541,
  └─ Cash Equivalents,23,28,12,12,19,105,200,168,165,64
  └─ Loans n Advances,101,61,116,131,106,44,56,30,39,83
  └─ Other asset items,468,1042,785,967,1096,1054,1007,953,785,843
Total Assets,2208,3176,3524,4433,3701,3267,3672,3607,3809,4216
