Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,24,25,25,25
Reserves,12,33,46,62
Borrowings,29,37,60,78
  └─ Long term Borrowings,10.78,12.75,12.26,31.20
  └─ Short term Borrowings,18.62,24.53,47.91,47.26
  └─ Lease Liabilities,0.00,0.00,0.22,0.00
  └─ Other Borrowings,0.01,0.01,0.00,
Other Liabilities,6,6,10,14
  └─ Non controlling int,-0.03,-0.12,-0.22,-0.37
  └─ Trade Payables,0.62,0.45,1.42,2.65
  └─ Advance from Customers,0.00,0.00,0.09,
  └─ Other liability items,5.33,6.10,8.72,11.92
Total Liabilities,71,101,141,180
Fixed Assets,21,21,26,25
  └─ Land,19.35,19.34,19.38,
  └─ Plant Machinery,1.85,2.40,5.72,
  └─ Ships Vessels,0.45,0.50,0.00,
  └─ Equipments,0.12,0.15,0.16,
  └─ Computers,0.00,0.00,0.02,
  └─ Furniture n fittings,0.20,0.23,0.60,
  └─ Vehicles,0.00,0.00,2.53,
  └─ Intangible Assets,0.02,0.02,0.02,0.40
  └─ Other fixed assets,0.01,0.02,0.44,
  └─ Gross Block,22.00,22.66,28.87,
  └─ Accumulated Depreciation,1.09,1.46,2.79,
CWIP,0,1,7,6
Investments,0,0,0,0
Other Assets,50,79,108,148
  └─ Inventories,22,27,40,45
  └─ Trade receivables,16,27,40,0
  └─ Cash Equivalents,1,3,0,62
  └─ Loans n Advances,0,0,2,2
  └─ Other asset items,12,22,27,39
Total Assets,71,101,141,180
