Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,178,178,194,195,477,477,477,477,477,477,477,477,
Reserves,1532,792,620,591,2069,2126,2298,2476,2731,2943,3143,3308,
Borrowings,998,854,505,530,482,213,0,0,28,26,23,20,
  └─ Long term Borrowings,337.97,327.71,187.97,314.12,266.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,74.63,285.33,122.77,105.03,64.89,213.35,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,25.51,22.99,20.04,
  └─ Preference Capital,0.00,0.00,0.00,0.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,585.29,240.79,194.69,111.35,148.97,0.00,0.00,0.00,0.00,0.00,-0.01,,
Other Liabilities,649,1107,1088,1041,927,872,678,554,524,481,500,478,
  └─ Non controlling int,165,71,90,104,78,71,65,60,49,43,40,41,
  └─ Trade Payables,277,287,330,255,264,370,290,249,267,262,292,286,
  └─ Advance from Customers,8,8,7,9,6,19,9,8,1,1,1,,
  └─ Other liability items,199,742,662,674,578,411,313,237,207,174,167,151,
Total Liabilities,3357,2931,2407,2357,3955,3688,3452,3507,3759,3927,4142,4283,
Fixed Assets,1425,1474,1299,1186,935,763,609,557,562,515,463,404,
  └─ Land,0,0,0,0,0,0,5,11,14,14,14,,
  └─ Building,12,2,4,4,4,4,4,5,34,35,35,,
  └─ Plant Machinery,1541,1392,1559,1557,1642,1688,1725,1804,1483,361,363,,
  └─ Equipments,8,9,11,11,12,12,13,15,17,18,18,,
  └─ Computers,13,4,8,5,5,4,11,17,21,65,64,,
  └─ Furniture n fittings,6,2,2,1,1,1,1,2,2,2,2,,
  └─ Vehicles,6,3,3,2,2,1,1,1,1,1,1,,
  └─ Intangible Assets,372,281,223,227,206,192,192,183,185,186,182,153,
  └─ Other fixed assets,5,4,8,9,13,14,15,20,21,1147,1175,,
  └─ Gross Block,1962,1696,1816,1816,1886,1918,1967,2058,1776,1828,1855,,
  └─ Accumulated Depreciation,537,223,518,630,951,1155,1358,1501,1214,1314,1392,,
CWIP,110,129,45,50,19,21,37,21,29,18,14,8,
Investments,145,109,101,127,2139,70,2140,1913,1426,1709,1516,210,
Other Assets,1676,1219,962,994,862,2834,666,1016,1741,1685,2149,3661,
  └─ Trade receivables,398,263,235,302,226,134,94,72,87,109,150,107,
    └─ Receivables over 6m,176,0,0,0,0,0,0,2,6,74,80,,176
    └─ Receivables under 6m,287,518,504,545,574,478,436,70,81,113,146,,270
    └─ Prov for Doubtful,-65,-255,-270,-242,-348,-344,-342,0,0,-78,-75,,-54
  └─ Cash Equivalents,821,514,326,318,225,2349,316,701,1334,1287,1695,3139,
  └─ Loans n Advances,6,51,75,48,33,16,-6,-13,-13,-10,-10,3,
  └─ Other asset items,452,392,327,326,378,335,263,257,333,299,313,412,
Total Assets,3357,2931,2407,2357,3955,3688,3452,3507,3759,3927,4142,4283,
