Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,5,5,5,14,14,14,14,14,16,16,16,16,
Reserves,17,2,7,24,31,33,32,40,59,60,67,74,
Borrowings,16,13,21,14,18,22,23,27,17,34,39,40,
  └─ Long term Borrowings,,,2.75,1.18,0.70,0.34,4.31,3.14,0.26,1.32,0.77,0.45,
  └─ Short term Borrowings,,,18.16,12.79,17.55,21.53,18.98,23.32,16.27,32.17,35.83,37.42,
  └─ Lease Liabilities,,,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.28,2.15,2.01,
  └─ Other Borrowings,15.65,13.49,-0.01,0.00,0.00,-0.01,0.00,-0.01,-0.01,0.01,0.00,,
Other Liabilities,36,38,19,18,19,64,35,51,31,47,51,61,
  └─ Non controlling int,2.35,1.52,0.00,0.07,0.09,0.11,0.13,-0.29,0.31,0.10,-0.02,0.05,
  └─ Trade Payables,28.51,30.97,13.83,11.77,14.30,49.89,21.33,32.62,19.51,31.28,32.63,42.53,
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,
  └─ Other liability items,4.84,5.19,5.25,6.06,4.21,14.16,12.71,19.00,11.18,16.08,18.07,18.33,
Total Liabilities,73,58,52,70,82,133,104,132,122,157,173,191,
Fixed Assets,13,11,8,9,9,8,8,10,12,19,18,22,
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.39,2.45,,
  └─ Building,11.07,11.07,9.08,9.62,6.96,6.96,6.96,7.11,8.30,11.42,11.42,,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,,
  └─ Equipments,1.98,1.96,1.96,2.04,0.58,0.61,1.14,1.32,1.90,2.45,2.58,,
  └─ Computers,1.68,1.79,1.86,2.00,0.46,0.58,0.74,1.00,1.54,0.71,0.95,,
  └─ Furniture n fittings,2.44,2.43,2.37,2.40,1.70,1.70,1.58,1.70,2.20,3.99,3.84,,
  └─ Vehicles,3.10,1.78,1.44,2.06,0.84,0.76,0.76,2.81,4.17,7.05,7.52,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,4.21,
  └─ Other fixed assets,-0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.13,0.15,,
  └─ Gross Block,20.26,19.03,16.71,18.12,10.54,10.61,11.19,13.97,18.46,26.22,29.00,,
  └─ Accumulated Depreciation,7.50,8.28,8.69,9.56,1.22,2.36,3.12,4.37,6.21,7.69,11.01,,
CWIP,0,0,0,0,0,0,0,0,0,5,5,4,
Investments,0,0,0,0,0,0,0,1,3,6,8,5,
Other Assets,61,47,44,61,73,125,96,122,107,128,143,160,
  └─ Trade receivables,43,28,32,48,63,113,78,102,69,86,100,100,
    └─ Receivables over 6m,31,19,9,9,13,26,0,16,43,52,68,,24
    └─ Receivables under 6m,11,9,23,38,50,87,78,86,27,36,35,,8
    └─ Prov for Doubtful,0,0,0,0,0,-0,-0,-0,-0,-2,-4,,0
  └─ Cash Equivalents,10,12,2,3,3,1,4,9,25,22,16,32,
  └─ Loans n Advances,2,2,7,7,4,8,7,6,7,1,1,3,
  └─ Other asset items,6,6,3,3,3,3,6,5,6,19,26,26,
Total Assets,73,58,52,70,82,133,104,132,122,157,173,191,
