Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,2,2,10,10,11,11,11,12
Reserves,2,4,8,17,37,123,157,207,558
Borrowings,7,11,16,17,26,25,60,133,222
  └─ Long term Borrowings,4,7,11,12,17,4,42,68,108
  └─ Short term Borrowings,2,3,5,5,9,20,18,66,114
  └─ Preference Capital,0,0,0,0,0,1,0,0,0
  └─ Other Borrowings,0,1,0,-0,0,0,-0,0,
Other Liabilities,5,12,9,7,20,50,32,48,28
  └─ Non controlling int,0.87,1.68,1.94,1.91,2.42,2.62,2.63,2.43,2.75
  └─ Trade Payables,0.82,7.15,2.59,0.50,6.17,26.10,12.17,22.98,19.33
  └─ Other liability items,3.45,3.31,4.43,4.67,11.32,21.46,16.86,22.39,5.85
Total Liabilities,14,30,36,51,94,209,259,399,820
Fixed Assets,11,12,27,28,53,59,108,159,211
  └─ Plant Machinery,0.59,0.03,29.51,0.04,0.06,0.08,0.07,0.07,
  └─ Ships Vessels,10.91,12.95,0.00,31.79,58.72,68.80,122.89,185.81,
  └─ Equipments,0.05,0.04,0.04,0.00,0.09,0.09,0.04,0.11,
  └─ Computers,0.03,0.06,0.12,0.18,0.23,0.40,0.34,0.39,
  └─ Furniture n fittings,0.05,0.06,0.06,0.21,0.22,0.56,0.07,0.07,
  └─ Vehicles,0.00,0.00,0.00,0.00,0.21,0.21,0.21,0.22,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58
  └─ Other fixed assets,0.04,0.00,0.00,0.04,0.00,0.00,0.02,0.04,
  └─ Gross Block,11.67,13.14,29.73,32.26,59.53,70.14,123.64,186.71,
  └─ Accumulated Depreciation,0.31,0.94,2.46,4.50,6.96,11.31,15.99,27.42,
CWIP,0,8,0,3,2,8,12,50,99
Investments,0,1,1,0,3,11,29,60,0
Other Assets,3,9,7,20,36,131,110,129,510
  └─ Inventories,0,0,0,0,0,1,1,1,4
  └─ Trade receivables,2,1,3,0,4,56,39,72,77
  └─ Cash Equivalents,0,7,2,12,23,56,51,45,77
  └─ Loans n Advances,1,0,0,0,0,0,8,1,343
  └─ Other asset items,0,0,2,8,9,18,12,10,9
Total Assets,14,30,36,51,94,209,259,399,820
