Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,275,275,499,499,499,499,499,499,499
Reserves,679,774,723,1042,1428,1883,1942,2402,2891
Borrowings,10,20,36,33,38,34,30,52,63
  └─ Long term Borrowings,0,0,0,0,0,0,0,0,1
  └─ Short term Borrowings,10,20,0,0,0,0,1,0,0
  └─ Lease Liabilities,0,0,36,33,38,34,30,52,62
  └─ Other Borrowings,0,0,0,0,-0,-0,0,0,
Other Liabilities,694,792,849,1098,1045,953,841,1010,1021
  └─ Non controlling int,0,0,0,0,0,0,3,4,4
  └─ Trade Payables,527,481,491,591,517,490,430,489,397
  └─ Advance from Customers,0,0,0,0,0,41,43,56,
  └─ Other liability items,167,311,358,507,528,422,364,461,620
Total Liabilities,1658,1860,2106,2672,3010,3369,3313,3963,4474
Fixed Assets,267,279,319,309,390,430,563,556,594
  └─ Land,28,28,28,28,96,97,100,100,
  └─ Building,63,69,110,112,136,151,129,162,
  └─ Plant Machinery,184,209,235,255,269,328,416,425,
  └─ Equipments,7,9,10,10,11,12,15,15,
  └─ Furniture n fittings,10,13,13,16,17,20,28,29,
  └─ Vehicles,6,8,20,29,38,44,40,38,
  └─ Intangible Assets,2,1,1,1,1,1,63,61,85
  └─ Other fixed assets,4,8,9,9,16,18,24,28,
  └─ Gross Block,306,345,426,461,583,671,815,858,
  └─ Accumulated Depreciation,39,66,106,152,193,241,253,302,
CWIP,9,8,10,14,35,71,23,28,3
Investments,0,0,86,290,356,239,346,524,1153
Other Assets,1383,1572,1690,2058,2228,2629,2381,2854,2725
  └─ Inventories,609,681,588,754,938,889,610,704,766
  └─ Trade receivables,552,671,850,848,843,946,716,783,736
    └─ Receivables over 6m,0,0,0,0,83,123,141,142,
    └─ Receivables under 6m,581,708,894,892,827,911,674,742,
    └─ Prov for Doubtful,-30,-37,-44,-44,-67,-88,-99,-100,
  └─ Cash Equivalents,74,51,94,242,79,303,183,43,121
  └─ Loans n Advances,5,9,8,46,45,33,28,49,578
  └─ Other asset items,142,161,151,167,323,458,844,1275,525
Total Assets,1658,1860,2106,2672,3010,3369,3313,3963,4474
