Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,10,10,10,10,10,10,18,67,70,
Reserves,320,277,290,290,308,289,220,-211,-302,14,16,41,
Borrowings,709,320,67,174,190,291,374,408,411,172,284,382,
  └─ Long term Borrowings,161,26,15,1,1,30,118,178,152,89,159,114,
  └─ Short term Borrowings,490,260,35,173,189,250,253,221,249,69,110,252,
  └─ Lease Liabilities,0,0,0,0,0,2,3,10,11,15,16,16,
  └─ Preference Capital,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,58,34,17,0,0,8,0,0,0,0,0,,
Other Liabilities,230,193,180,169,206,146,135,172,232,210,155,194,
  └─ Trade Payables,141,95,79,81,110,118,73,93,81,94,77,108,
  └─ Advance from Customers,9,63,79,67,67,5,31,35,35,36,22,,
  └─ Other liability items,81,35,23,21,29,24,31,44,116,80,56,85,
Total Liabilities,1269,800,547,643,714,737,739,380,350,414,522,687,
Fixed Assets,300,196,143,137,128,167,120,119,106,104,99,99,
  └─ Land,25.27,63.07,16.94,16.94,16.94,16.94,16.94,17.56,17.56,17.56,17.53,,
  └─ Building,105.40,98.44,75.65,75.65,76.25,76.38,69.89,70.47,67.30,67.32,67.29,,
  └─ Plant Machinery,274.97,90.99,37.96,38.52,38.03,47.98,49.28,49.31,49.29,49.85,51.19,,
  └─ Equipments,3.38,0.08,0.04,0.07,0.20,0.28,0.27,0.27,0.27,0.27,0.35,,
  └─ Furniture n fittings,18.67,27.73,14.70,14.72,14.95,14.98,14.26,14.26,14.26,14.27,14.27,,
  └─ Vehicles,11.11,4.55,3.20,3.07,3.14,2.10,1.63,1.63,1.37,1.66,1.59,,
  └─ Intangible Assets,12.77,12.76,5.08,6.54,6.54,5.48,5.48,0.00,0.00,0.00,0.00,5.74,
  └─ Other fixed assets,25.55,1.00,0.00,3.07,3.25,45.93,9.27,16.54,13.73,17.52,18.21,,
  └─ Gross Block,477.12,298.62,153.57,158.58,159.30,210.07,167.02,170.04,163.78,168.45,170.43,,
  └─ Accumulated Depreciation,176.80,102.65,10.45,21.65,31.50,42.68,47.49,51.44,57.78,64.89,71.73,,
CWIP,46,2,2,2,12,7,2,0,0,0,2,0,
Investments,0,15,18,4,14,28,35,1,1,1,1,5,
Other Assets,923,587,384,500,561,534,582,260,243,309,421,584,
  └─ Inventories,401,174,185,246,253,235,217,164,141,127,126,184,
  └─ Trade receivables,292,137,76,121,185,211,238,26,30,36,135,211,
    └─ Receivables over 6m,54,57,0,0,0,0,0,22,32,33,42,,22
    └─ Receivables under 6m,241,85,99,142,206,274,310,15,14,30,128,,250
    └─ Prov for Doubtful,-3,-5,-23,-21,-21,-63,-72,-10,-16,-27,-35,,-1
  └─ Cash Equivalents,38,30,16,22,14,14,6,5,1,10,8,17,
  └─ Loans n Advances,151,28,4,7,9,7,14,13,13,19,39,5,
  └─ Other asset items,39,217,103,105,100,67,107,51,58,117,114,166,
Total Assets,1269,800,547,643,714,737,739,380,350,414,522,687,
