Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,7,7,7,7,7,7,8,11
Reserves,76,80,82,83,87,93,102,113,145,219,338
Borrowings,52,58,124,128,138,147,178,190,178,145,115
  └─ Long term Borrowings,8,26,62,62,68,72,66,77,60,66,77
  └─ Short term Borrowings,33,24,55,57,63,66,103,105,117,76,39
  └─ Other Borrowings,11,8,7,9,7,10,8,7,0,3,
Other Liabilities,75,89,97,137,150,191,198,239,207,275,290
  └─ Trade Payables,44,49,47,71,88,115,137,195,164,238,244
  └─ Advance from Customers,0,3,6,5,6,13,15,14,13,8,
  └─ Other liability items,30,37,45,61,57,63,45,30,29,28,47
Total Liabilities,209,234,309,354,381,438,484,548,537,646,755
Fixed Assets,73,100,157,148,144,136,130,122,119,112,168
  └─ Land,1.77,1.47,1.47,1.47,1.47,1.47,1.90,2.17,5.71,5.71,
  └─ Building,28.04,36.90,37.08,37.82,36.18,36.18,36.84,36.51,38.63,38.63,
  └─ Plant Machinery,128.05,66.33,130.43,128.45,133.84,133.64,135.33,114.91,134.30,134.20,
  └─ Equipments,0.42,0.21,0.22,0.22,0.22,0.28,0.38,0.39,0.41,0.43,
  └─ Computers,0.40,0.07,0.08,0.09,0.17,0.22,0.24,0.36,0.47,0.61,
  └─ Furniture n fittings,0.72,0.53,0.54,0.56,0.69,0.69,1.01,1.01,1.11,1.42,
  └─ Vehicles,4.26,2.46,2.79,2.78,2.78,2.62,3.16,2.37,2.80,4.60,
  └─ Other fixed assets,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.00,
  └─ Gross Block,163.66,107.98,172.61,171.40,175.36,175.10,178.86,157.73,183.44,185.60,
  └─ Accumulated Depreciation,90.99,7.58,15.53,23.04,30.95,39.37,48.51,35.61,64.16,73.13,
CWIP,45,35,4,47,45,51,40,49,49,68,31
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,91,98,149,158,192,252,313,377,369,465,556
  └─ Inventories,20,30,51,88,124,152,201,255,231,287,339
  └─ Trade receivables,45,41,32,25,25,47,48,43,56,51,98
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.00,20.83,22.94,30.04,29.24,
    └─ Receivables under 6m,44.56,41.20,32.26,25.23,25.09,46.99,27.57,20.55,25.51,21.82,
  └─ Cash Equivalents,2,2,10,5,10,15,24,20,22,25,34
  └─ Loans n Advances,0,11,32,21,21,19,29,34,41,64,1
  └─ Other asset items,24,14,24,20,12,18,12,25,19,38,84
Total Assets,209,234,309,354,381,438,484,548,537,646,755
