Metric,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,23,23,47,53,53,53
Reserves,171,259,238,295,388,846,966,1089
Borrowings,94,89,130,126,123,69,62,66
  └─ Long term Borrowings,0.00,0.00,110.03,73.41,41.80,30.67,21.21,28.66
  └─ Short term Borrowings,0.00,0.00,20.29,52.92,73.79,12.43,8.44,8.55
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,7.83,25.75,32.18,29.08
  └─ Other Borrowings,94.22,89.44,-0.01,0.00,0.00,0.00,0.00,
Other Liabilities,86,89,89,113,126,140,138,159
  └─ Non controlling int,0,0,0,0,0,-0,-1,1
  └─ Trade Payables,51,61,41,50,64,66,54,67
  └─ Advance from Customers,4,2,0,0,0,0,0,
  └─ Other liability items,31,25,48,63,62,75,85,91
Total Liabilities,354,440,481,558,684,1108,1218,1367
Fixed Assets,119,144,186,196,250,327,427,482
  └─ Land,3.90,3.90,3.43,19.53,23.88,30.77,34.93,
  └─ Building,22.37,25.61,46.35,45.91,45.91,46.04,76.67,
  └─ Plant Machinery,125.34,157.08,187.53,202.18,173.74,228.34,270.27,
  └─ Equipments,2.25,2.92,5.83,7.02,84.99,107.12,147.15,
  └─ Computers,0.00,0.00,1.74,2.23,2.65,3.22,3.95,
  └─ Furniture n fittings,9.06,11.15,5.33,5.96,19.31,24.76,37.66,
  └─ Vehicles,5.33,6.54,5.61,6.24,11.73,12.34,12.70,
  └─ Intangible Assets,4.02,4.26,4.47,4.57,5.07,5.28,5.40,1.58
  └─ Other fixed assets,0.03,0.07,14.26,13.78,20.33,43.15,56.80,
  └─ Gross Block,172.30,211.53,274.55,307.42,387.61,501.02,645.53,
  └─ Accumulated Depreciation,53.22,67.70,88.86,111.41,137.69,173.70,218.36,
CWIP,2,8,0,2,2,20,23,60
Investments,0,0,16,0,0,0,31,120
Other Assets,233,288,279,360,433,760,737,705
  └─ Inventories,75,91,131,184,214,226,287,354
  └─ Trade receivables,86,119,116,147,171,215,259,273
    └─ Receivables over 6m,0,0,0,0,5,7,19,
    └─ Receivables under 6m,86,119,116,147,166,209,241,
    └─ Prov for Doubtful,0,0,0,0,0,-1,-1,
  └─ Cash Equivalents,7,1,1,0,1,234,114,11
  └─ Loans n Advances,8,21,5,8,13,15,18,10
  └─ Other asset items,57,56,26,20,34,69,59,56
Total Assets,354,440,481,558,684,1108,1218,1367
