Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,31,31,31,31,63,63,63,63,64,64,64,64
Reserves,752,933,1008,1219,1325,1470,1635,1761,1926,2028,2291,2794
Borrowings,962,709,798,734,632,737,642,769,890,912,802,962
  └─ Long term Borrowings,643,553,605,449,469,330,354,362,496,458,312,380
  └─ Short term Borrowings,141,67,87,145,113,196,200,297,273,346,360,329
  └─ Lease Liabilities,0,0,0,0,0,91,88,110,121,108,130,254
  └─ Other Borrowings,177,89,107,140,51,121,0,0,0,0,0,
Other Liabilities,365,334,412,452,492,526,654,670,723,767,795,1080
  └─ Non controlling int,8,8,6,4,5,9,33,34,4,-1,4,9
  └─ Trade Payables,161,128,147,188,206,354,422,453,499,566,594,768
  └─ Advance from Customers,0,2,1,3,4,0,0,0,0,0,0,
  └─ Other liability items,196,195,258,256,277,164,199,183,220,202,197,302
Total Liabilities,2110,2008,2250,2437,2513,2796,2994,3264,3601,3771,3952,4900
Fixed Assets,887,924,1179,1184,1307,1364,1531,1473,1694,1912,1970,2402
  └─ Land,18,12,17,19,16,13,19,19,27,28,32,
  └─ Building,248,171,212,235,244,261,285,292,472,540,620,
  └─ Plant Machinery,2191,827,1197,1355,1609,1685,1918,2021,2448,2849,3095,
  └─ Equipments,0,0,0,0,0,153,175,197,236,265,312,
  └─ Computers,0,0,0,0,0,0,0,0,5,7,7,
  └─ Furniture n fittings,14,5,21,25,30,34,36,38,21,25,26,
  └─ Vehicles,1,0,0,0,0,1,1,1,1,2,2,
  └─ Intangible Assets,0,0,53,55,56,64,184,154,158,159,160,146
  └─ Other fixed assets,80,32,78,94,108,157,180,260,80,89,93,
  └─ Gross Block,2553,1047,1578,1783,2064,2368,2797,2981,3449,3964,4349,
  └─ Accumulated Depreciation,1665,123,398,599,756,1004,1266,1508,1756,2052,2379,
CWIP,89,57,19,42,41,35,27,147,178,72,73,148
Investments,46,30,15,13,17,16,15,7,19,8,39,24
Other Assets,1088,996,1036,1198,1147,1381,1421,1636,1711,1780,1870,2326
  └─ Inventories,232,199,246,286,323,369,415,594,608,656,720,927
  └─ Trade receivables,376,331,377,459,493,490,589,637,643,695,699,871
  └─ Cash Equivalents,116,84,103,173,134,372,241,193,244,207,197,204
  └─ Loans n Advances,108,271,180,162,42,22,47,51,52,45,42,9
  └─ Other asset items,256,111,130,117,154,127,128,162,164,176,212,316
Total Assets,2110,2008,2250,2437,2513,2796,2994,3264,3601,3771,3952,4900
