Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59,6.59
Reserves,69.65,140.67,156.89,160.12,156.67,187.98,207.09,213.66,214.10,218.26
Borrowings,6.17,0.32,0.00,0.00,0.00,0.00,0.00,20.31,0.22,0.17
  └─ Long term Borrowings,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,0.22,0.17
  └─ Other Borrowings,0.40,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,10.47,4.66,5.97,6.11,30.88,39.59,44.64,63.60,52.03,70.51
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00
  └─ Trade Payables,2.16,1.35,3.04,2.16,1.17,0.65,0.31,1.77,4.53,25.80
  └─ Advance from Customers,0.05,0.62,0.01,0.19,0.04,0.04,0.05,0.00,0.01,
  └─ Other liability items,8.26,2.69,2.92,3.76,29.67,38.90,44.28,59.87,47.49,44.71
Total Liabilities,92.88,152.24,169.45,172.82,194.14,234.16,258.32,304.16,272.94,295.53
Fixed Assets,32.50,18.83,16.30,15.67,15.07,15.77,15.34,47.51,14.50,14.17
  └─ Land,0.51,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,
  └─ Building,4.35,1.93,1.93,1.72,1.45,1.66,1.45,1.45,1.45,
  └─ Plant Machinery,106.12,19.56,0.00,0.00,0.00,0.00,0.00,11.06,0.00,
  └─ Equipments,2.00,1.93,1.93,1.93,1.93,1.94,1.66,2.43,0.08,
  └─ Railway sidings,0.05,0.05,0.05,0.00,0.00,0.05,0.00,0.00,0.00,
  └─ Vehicles,2.60,1.45,1.45,1.45,1.45,1.45,1.45,1.34,1.34,
  └─ Other fixed assets,14.27,14.27,13.50,13.27,14.55,15.82,15.83,39.56,15.99,
  └─ Gross Block,129.90,39.34,19.01,18.52,19.53,21.07,20.54,55.99,19.01,
  └─ Accumulated Depreciation,97.40,20.51,2.70,2.85,4.46,5.31,5.20,8.48,4.51,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.30,2.02,0.00,0.00
Investments,53.95,79.42,107.18,115.48,144.94,213.33,227.90,231.64,241.55,253.76
Other Assets,6.43,53.99,45.97,41.67,34.13,5.06,14.78,22.99,16.89,27.60
  └─ Inventories,2.12,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00
  └─ Trade receivables,1.64,0.00,0.39,0.73,4.86,1.68,5.25,9.74,7.93,23.78
  └─ Cash Equivalents,0.79,0.76,3.71,2.28,1.79,0.91,7.31,6.31,6.36,2.63
  └─ Loans n Advances,0.40,14.29,16.07,17.38,16.35,0.42,1.51,2.27,0.88,0.33
  └─ Other asset items,1.48,38.94,25.80,21.28,11.13,2.05,0.71,2.84,1.72,0.86
Total Assets,92.88,152.24,169.45,172.82,194.14,234.16,258.32,304.16,272.94,295.53
