Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,35,35,35,35,37,40,41,41
Reserves,41,57,72,118,354,616,705,870
Borrowings,29,42,51,67,25,8,0,29
  └─ Long term Borrowings,18.84,26.23,22.09,19.77,0.00,0.00,0.00,12.99
  └─ Short term Borrowings,7.70,12.50,8.72,34.62,15.65,7.47,0.00,10.89
  └─ Lease Liabilities,0.00,0.00,15.42,12.74,9.68,0.17,0.00,4.91
  └─ Preference Capital,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,-5.31,-4.45,5.09,0.00,-0.01,0.00,0.00,-0.01
Other Liabilities,15,25,33,39,43,86,123,274
  └─ Non controlling int,0,1,9,1,1,6,2,1
  └─ Trade Payables,5,8,4,14,18,24,31,60
  └─ Advance from Customers,0,1,0,0,0,0,0,0
  └─ Other liability items,10,15,20,24,24,56,89,212
Total Liabilities,120,159,192,259,460,750,868,1213
Fixed Assets,62,62,125,117,162,253,419,727
  └─ Land,9,9,9,9,9,9,9,9
  └─ Building,3,3,55,55,71,72,72,79
  └─ Plant Machinery,0,0,0,0,18,11,10,10
  └─ Equipments,3,3,3,4,10,13,15,21
  └─ Computers,87,90,94,99,129,186,289,470
  └─ Furniture n fittings,0,0,0,0,4,6,6,6
  └─ Vehicles,1,1,1,1,1,1,1,1
  └─ Intangible Assets,0,5,5,3,4,51,125,301
  └─ Other fixed assets,0,1,14,14,0,-0,0,-0
  └─ Gross Block,102,112,181,185,246,349,527,897
  └─ Accumulated Depreciation,41,50,57,68,84,96,108,170
CWIP,22,40,4,43,47,51,17,29
Investments,0,0,14,0,21,4,81,46
Other Assets,36,56,49,99,230,443,351,411
  └─ Inventories,0,1,1,2,1,3,1,4
  └─ Trade receivables,21,23,15,44,67,103,145,189
    └─ Receivables over 6m,0,0,0,0,12,15,20,26
    └─ Receivables under 6m,21,23,15,45,56,89,128,167
    └─ Prov for Doubtful,0,0,0,-0,-1,-0,-3,-4
  └─ Cash Equivalents,2,9,8,13,98,245,107,65
  └─ Loans n Advances,5,5,4,5,3,9,15,22
  └─ Other asset items,7,17,21,34,60,82,81,131
Total Assets,120,159,192,259,460,750,868,1213
