Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,25,25,29
Reserves,16,5,24,221
Borrowings,2,22,27,44
  └─ Long term Borrowings,1.96,1.34,1.76,8.74
  └─ Short term Borrowings,0.00,20.18,25.11,33.27
  └─ Lease Liabilities,0.00,0.00,0.00,2.39
  └─ Other Borrowings,0.19,0.20,0.39,
Other Liabilities,10,48,35,145
  └─ Non controlling int,0,0,0,-0
  └─ Trade Payables,0,29,17,110
  └─ Advance from Customers,7,12,4,
  └─ Other liability items,3,7,14,35
Total Liabilities,32,100,111,439
Fixed Assets,1,1,3,9
  └─ Plant Machinery,0.03,0.03,0.04,
  └─ Equipments,0.15,0.15,0.40,
  └─ Computers,0.11,0.12,0.21,
  └─ Furniture n fittings,0.06,0.07,0.45,
  └─ Vehicles,1.61,1.62,3.61,
  └─ Other fixed assets,0.00,0.00,0.01,
  └─ Gross Block,1.96,1.99,4.72,
  └─ Accumulated Depreciation,0.92,1.29,1.98,
CWIP,0,0,0,0
Investments,0,2,0,31
Other Assets,31,97,109,399
  └─ Inventories,9,56,46,129
  └─ Trade receivables,2,3,17,60
  └─ Cash Equivalents,9,36,34,37
  └─ Loans n Advances,0,0,1,23
  └─ Other asset items,11,1,12,150
Total Assets,32,100,111,439
