Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,34,41
Reserves,55,175,847
Borrowings,62,218,206
  └─ Long term Borrowings,16,12,15
  └─ Short term Borrowings,46,205,190
  └─ Lease Liabilities,0,0,0
  └─ Other Borrowings,0,-0,
Other Liabilities,96,157,212
  └─ Trade Payables,67,117,135
  └─ Advance from Customers,1,1,
  └─ Other liability items,28,38,77
Total Liabilities,214,584,1305
Fixed Assets,11,14,110
  └─ Building,5.85,5.85,
  └─ Equipments,0.09,0.12,
  └─ Computers,0.33,0.61,
  └─ Furniture n fittings,3.86,4.04,
  └─ Vehicles,3.23,6.56,
  └─ Intangible Assets,0.00,0.00,0.48
  └─ Other fixed assets,0.21,1.06,
  └─ Gross Block,13.57,18.24,
  └─ Accumulated Depreciation,2.85,4.27,
CWIP,0,0,0
Investments,0,0,0
Other Assets,203,570,1196
  └─ Inventories,20,60,58
  └─ Trade receivables,152,361,589
    └─ Receivables over 6m,3,41,
    └─ Receivables under 6m,149,321,
    └─ Prov for Doubtful,0,-1,
  └─ Cash Equivalents,10,63,443
  └─ Loans n Advances,0,7,12
  └─ Other asset items,22,79,94
Total Assets,214,584,1305
