Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,124,124,124,124,127,128,128,137,138,144,144,153,
Reserves,753,716,840,1055,1314,1540,1788,2661,2970,3812,3935,4738,
Borrowings,398,544,539,469,590,734,942,783,936,991,1522,1744,
  └─ Long term Borrowings,162,251,268,141,134,201,251,121,110,169,390,390,
  └─ Short term Borrowings,127,155,180,201,419,468,669,635,806,808,1113,1323,
  └─ Lease Liabilities,0,0,0,0,0,22,22,27,20,14,19,31,
  └─ Preference Capital,80,0,0,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,28,138,91,126,37,43,0,0,0,0,0,,
Other Liabilities,572,791,773,941,1262,1427,2358,1590,1429,1540,1945,2232,
  └─ Non controlling int,0,0,2,-22,-10,-0,7,20,37,44,40,58,
  └─ Trade Payables,326,495,457,563,864,815,1748,1010,878,808,1079,1007,
  └─ Advance from Customers,52,0,9,0,69,18,27,48,4,54,158,,
  └─ Other liability items,194,295,305,400,339,594,575,512,510,634,668,1167,
Total Liabilities,1847,2175,2275,2588,3294,3829,5216,5171,5473,6487,7546,8868,
Fixed Assets,199,175,188,196,238,504,508,528,548,652,852,1617,
  └─ Land,3,2,3,10,10,10,10,10,22,35,37,,
  └─ Building,65,74,75,82,89,165,196,214,231,235,303,,
  └─ Plant Machinery,328,305,290,302,350,494,519,553,601,635,750,,
  └─ Equipments,29,5,6,6,4,9,10,11,11,11,12,,
  └─ Computers,0,17,18,18,20,22,25,31,36,37,33,,
  └─ Furniture n fittings,23,22,23,23,24,44,47,54,56,60,76,,
  └─ Vehicles,11,14,15,14,16,16,15,17,17,19,19,,
  └─ Intangible Assets,74,19,26,26,26,26,26,26,26,26,26,675,
  └─ Other fixed assets,6,6,9,11,19,34,37,39,49,158,246,,
  └─ Gross Block,539,464,465,492,557,821,886,955,1050,1216,1502,,
  └─ Accumulated Depreciation,340,289,277,296,318,316,378,427,501,564,651,,
CWIP,4,1,2,10,86,34,36,108,268,469,602,85,
Investments,272,57,50,55,60,58,41,55,70,194,158,135,
Other Assets,1373,1943,2035,2327,2911,3233,4631,4480,4586,5172,5935,7031,
  └─ Inventories,263,310,245,214,265,344,435,573,758,774,899,1416,
  └─ Trade receivables,366,1113,1179,1182,1472,1610,2611,1896,1886,2215,1892,2212,
    └─ Receivables over 6m,73,0,0,0,0,0,0,198,380,558,295,,97
    └─ Receivables under 6m,293,1113,1179,1182,1477,1618,2622,2309,1949,2188,2026,,185
    └─ Prov for Doubtful,0,0,0,0,-5,-8,-11,-611,-443,-531,-429,,0
  └─ Cash Equivalents,161,87,97,132,159,192,306,528,323,336,491,468,
  └─ Loans n Advances,481,145,73,118,99,152,522,385,535,582,147,342,
  └─ Other asset items,102,288,439,681,916,936,756,1097,1085,1264,2506,2592,
Total Assets,1847,2175,2275,2588,3294,3829,5216,5171,5473,6487,7546,8868,
