Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10
Reserves,1269,1533,1818,2203,2451,2783,3151
Borrowings,0,2,18,35,5,63,0
  └─ Long term Borrowings,0.00,0.00,0.00,10.35,0.00,0.00,0.00
  └─ Short term Borrowings,0.35,2.02,18.40,24.87,4.65,62.63,0.00
Other Liabilities,163,188,243,335,374,423,428
  └─ Trade Payables,56,67,109,121,101,148,121
  └─ Other liability items,108,122,134,214,273,275,307
Total Liabilities,1443,1734,2090,2584,2840,3279,3590
Fixed Assets,751,757,873,1159,1489,1724,2122
  └─ Land,0.26,1.14,4.41,6.34,7.95,9.30,
  └─ Building,231.60,241.08,257.01,332.34,409.23,459.12,
  └─ Plant Machinery,610.37,648.26,788.98,1053.57,1375.06,1637.40,
  └─ Equipments,0.36,0.39,0.40,0.45,0.58,0.61,
  └─ Computers,0.57,0.61,0.98,1.56,2.20,3.06,
  └─ Furniture n fittings,5.33,5.57,5.69,7.55,7.72,8.39,
  └─ Vehicles,2.30,2.46,2.85,3.40,4.30,4.23,
  └─ Intangible Assets,4.54,4.54,5.04,5.04,5.04,5.04,0.21
  └─ Other fixed assets,1.16,1.24,1.60,1.89,1.94,1.94,
  └─ Gross Block,856.49,905.29,1066.96,1412.14,1814.02,2129.09,
  └─ Accumulated Depreciation,105.73,148.45,193.79,253.37,325.30,405.00,
CWIP,31,56,51,242,249,438,214
Investments,227,289,94,227,64,36,190
Other Assets,434,632,1071,955,1038,1081,1063
  └─ Inventories,93,122,176,233,199,221,311
  └─ Trade receivables,202,277,458,464,530,592,521
  └─ Cash Equivalents,54,7,4,13,13,4,6
  └─ Loans n Advances,19,22,52,58,76,21,2
  └─ Other asset items,66,204,381,187,221,243,223
Total Assets,1443,1734,2090,2584,2840,3279,3590
