Metric,Mar 2015,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,1,14,29,29,31,31
Reserves,493,628,721,884,608,689,681,3016,3283
Borrowings,255,213,175,130,395,619,565,88,157
  └─ Long term Borrowings,0,0,10,1,13,116,78,0,0
  └─ Short term Borrowings,0,0,130,96,345,421,413,14,73
  └─ Lease Liabilities,0,0,0,33,37,82,74,75,84
  └─ Other Borrowings,255,213,35,0,0,-0,-0,0,
Other Liabilities,293,318,1140,1137,2033,1905,2229,960,1976
  └─ Non controlling int,3,12,-2,2,3,6,11,17,18
  └─ Trade Payables,153,151,423,341,590,567,532,643,602
  └─ Advance from Customers,7,12,21,17,145,131,29,23,
  └─ Other liability items,130,143,697,776,1295,1201,1657,277,1356
Total Liabilities,1042,1161,2037,2152,3050,3241,3504,4095,5447
Fixed Assets,444,501,645,904,1021,1097,1191,1397,1457
  └─ Land,38.91,32.07,14.07,70.12,80.04,138.07,142.73,181.60,
  └─ Building,166.35,174.33,268.41,396.25,434.56,444.85,473.19,552.06,
  └─ Plant Machinery,274.87,343.91,81.52,598.60,703.78,766.68,893.23,1096.71,
  └─ Equipments,7.25,9.03,476.87,108.33,134.55,149.17,160.30,176.08,
  └─ Computers,8.86,10.26,15.93,17.59,22.73,29.49,35.17,39.23,
  └─ Furniture n fittings,35.91,45.40,26.27,74.99,95.65,104.66,124.11,141.89,
  └─ Vehicles,3.33,3.77,6.06,6.68,9.79,11.78,12.25,12.00,
  └─ Intangible Assets,0.67,0.67,56.95,28.15,13.43,13.43,13.41,13.46,8.28
  └─ Other fixed assets,5.73,12.27,46.88,20.30,23.00,24.89,27.55,28.68,
  └─ Gross Block,541.88,631.71,992.96,1321.01,1517.53,1683.02,1881.94,2241.71,
  └─ Accumulated Depreciation,97.58,131.19,348.02,417.02,496.99,585.71,691.18,844.34,
CWIP,0,11,57,17,31,103,195,163,177
Investments,0,18,6,20,0,0,0,0,0
Other Assets,598,632,1329,1212,1998,2041,2118,2535,3814
  └─ Inventories,261,289,398,430,722,730,630,681,756
  └─ Trade receivables,273,259,582,531,884,845,834,770,797
    └─ Receivables over 6m,24,21,0,71,83,151,107,106,
    └─ Receivables under 6m,249,238,582,474,819,709,750,714,
    └─ Prov for Doubtful,0,0,0,-14,-17,-15,-22,-49,
  └─ Cash Equivalents,12,14,147,68,103,150,277,576,1681
  └─ Loans n Advances,3,7,5,31,28,53,33,47,29
  └─ Other asset items,49,64,197,151,260,263,344,460,551
Total Assets,1042,1161,2037,2152,3050,3241,3504,4095,5447
