Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,18,18,18,144,144,144,144,144
Reserves,924,1120,1203,1299,1687,2052,2373,3025,3583,3897
Borrowings,0,70,72,62,59,54,48,79,68,64
  └─ Lease Liabilities,0,70,72,0,0,0,0,0,0,64
  └─ Other Borrowings,0,0,0,62,59,54,48,79,68,
Other Liabilities,258,342,206,193,221,184,223,254,320,310
  └─ Trade Payables,46,145,76,47,37,30,48,58,68,70
  └─ Other liability items,212,197,130,146,183,154,175,196,251,240
Total Liabilities,1200,1549,1498,1572,1985,2435,2788,3502,4114,4415
Fixed Assets,18,90,95,86,77,72,70,111,107,119
  └─ Land,0.00,0.00,0.00,0.00,72.42,68.53,61.63,0.00,0.00,
  └─ Building,17.57,5.63,8.70,11.04,11.31,13.04,15.51,20.25,22.19,
  └─ Equipments,9.73,4.44,7.09,8.94,9.30,9.77,11.00,12.20,12.76,
  └─ Computers,16.24,7.46,11.99,14.11,15.77,16.82,17.43,21.63,5.24,
  └─ Furniture n fittings,3.51,1.09,1.82,2.40,2.41,3.07,3.69,4.68,27.35,
  └─ Vehicles,2.40,6.15,7.87,9.60,8.82,10.82,13.65,18.85,21.70,
  └─ Intangible Assets,57.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.33
  └─ Other fixed assets,7.78,75.09,80.03,78.35,31.07,35.59,41.53,119.39,138.06,
  └─ Gross Block,114.86,99.86,117.50,124.44,151.10,157.64,164.44,197.00,227.30,
  └─ Accumulated Depreciation,96.38,9.93,22.87,38.25,74.02,85.56,94.22,86.18,120.62,
CWIP,0,0,2,1,1,3,2,2,1,2
Investments,901,1141,1138,1263,1726,2121,2359,3122,3692,3946
Other Assets,281,318,263,221,180,239,357,267,315,348
  └─ Trade receivables,57,45,26,40,31,26,25,41,58,55
  └─ Cash Equivalents,26,44,38,47,57,98,127,85,103,139
  └─ Loans n Advances,88,187,144,89,37,49,101,80,77,0
  └─ Other asset items,110,42,56,45,55,66,105,61,76,155
Total Assets,1200,1549,1498,1572,1985,2435,2788,3502,4114,4415
