Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,55,55,134,135
Reserves,-347,-635,66,163
Borrowings,481,768,310,5550
  └─ Long term Borrowings,389,496,209,236
  └─ Short term Borrowings,92,129,101,97
  └─ Lease Liabilities,0,0,0,5218
  └─ Preference Capital,0,142,0,0
Other Liabilities,4225,4294,4882,1244
  └─ Non controlling int,-0,-0,1,1
  └─ Trade Payables,104,73,52,75
  └─ Advance from Customers,50,51,27,
  └─ Other liability items,4072,4171,4802,1168
Total Liabilities,4414,4483,5392,7092
Fixed Assets,3576,3613,4323,5777
  └─ Building,4398.93,4966.19,6219.28,
  └─ Plant Machinery,243.80,295.07,372.14,
  └─ Equipments,29.51,35.49,44.08,
  └─ Computers,12.31,15.13,19.63,
  └─ Furniture n fittings,190.57,230.19,267.89,
  └─ Vehicles,4.88,6.82,11.97,
  └─ Intangible Assets,2.22,2.22,2.22,6.22
  └─ Other fixed assets,7.16,22.29,24.71,
  └─ Gross Block,4889.38,5573.40,6961.92,
  └─ Accumulated Depreciation,1313.34,1960.59,2638.51,
CWIP,13,15,34,38
Investments,57,164,33,268
Other Assets,768,692,1002,1009
  └─ Inventories,0,0,1,1
  └─ Trade receivables,70,80,83,85
  └─ Cash Equivalents,51,24,27,67
  └─ Loans n Advances,5,15,15,269
  └─ Other asset items,643,573,877,588
Total Assets,4414,4483,5392,7092
