Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,16,16,16,16,16,16,16,16,16
Reserves,8,29,34,38,41,46,65,88,108,117
Borrowings,15,10,3,17,10,11,5,27,86,158
  └─ Long term Borrowings,6,2,1,4,3,3,3,24,48,79
  └─ Short term Borrowings,9,8,2,10,5,6,0,2,34,72
  └─ Lease Liabilities,0,0,0,3,2,2,2,2,4,8
  └─ Other Borrowings,1,0,0,0,0,0,0,-0,0,
Other Liabilities,25,27,29,34,42,52,73,80,158,212
  └─ Non controlling int,0,0,0,0,0,0,0,-0,-0,-0
  └─ Trade Payables,16,18,20,22,26,34,51,54,110,140
  └─ Advance from Customers,5,6,6,10,9,15,14,12,29,
  └─ Other liability items,3,3,3,2,7,4,8,14,19,72
Total Liabilities,55,81,83,105,108,125,159,211,368,504
Fixed Assets,11,13,23,27,30,32,32,50,133,140
  └─ Land,0.49,6.58,12.74,18.71,8.89,8.89,8.89,25.54,25.54,
  └─ Building,5.72,0.00,0.00,0.00,12.85,16.60,17.50,18.83,54.96,
  └─ Plant Machinery,7.41,10.08,15.49,16.48,17.51,18.25,20.09,22.51,69.14,
  └─ Equipments,0.27,0.32,0.47,0.69,1.29,0.73,0.91,1.08,1.02,
  └─ Computers,0.91,1.15,1.23,1.31,0.65,0.70,0.78,0.95,1.12,
  └─ Furniture n fittings,1.13,1.29,1.92,2.07,2.11,2.85,3.09,3.46,6.73,
  └─ Vehicles,0.87,0.79,0.80,0.95,0.96,1.02,1.21,1.30,1.96,
  └─ Intangible Assets,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.67
  └─ Other fixed assets,0.67,0.54,0.57,3.97,2.35,2.73,2.36,3.11,5.15,
  └─ Gross Block,18.99,22.27,34.74,45.70,48.13,53.29,56.35,78.30,167.14,
  └─ Accumulated Depreciation,8.09,9.62,12.10,18.88,18.39,21.06,23.98,28.06,33.93,
CWIP,0,1,0,0,1,0,0,12,6,25
Investments,0,0,0,0,0,0,5,0,0,0
Other Assets,44,68,60,78,77,93,122,149,229,338
  └─ Inventories,17,25,29,38,40,50,52,60,108,148
  └─ Trade receivables,16,22,22,26,25,34,54,65,94,153
    └─ Receivables over 6m,3,0,6,7,0,8,11,15,9,
    └─ Receivables under 6m,13,22,16,19,25,26,42,50,85,
  └─ Cash Equivalents,8,17,4,2,1,2,10,9,4,7
  └─ Loans n Advances,2,2,3,2,2,3,3,4,9,5
  └─ Other asset items,1,2,3,10,8,4,4,11,13,25
Total Assets,55,81,83,105,108,125,159,211,368,504
