Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Equity Capital,2.30,3.25,11.38,11.38
Reserves,8.03,20.08,12.39,13.71
Borrowings,2.16,9.42,10.50,4.78
  └─ Long term Borrowings,2.09,9.41,0.03,0.01
  └─ Short term Borrowings,0.00,0.00,10.23,4.77
  └─ Other Borrowings,0.07,0.01,0.24,
Other Liabilities,17.01,5.76,9.85,10.46
  └─ Non controlling int,0.17,0.16,0.03,0.00
  └─ Trade Payables,11.07,4.24,2.85,1.32
  └─ Advance from Customers,0.00,0.00,5.33,
  └─ Other liability items,5.77,1.36,1.64,9.14
Total Liabilities,29.50,38.51,44.12,40.33
Fixed Assets,1.11,1.05,1.01,2.03
  └─ Plant Machinery,0.02,0.11,0.12,
  └─ Equipments,0.43,0.43,0.47,
  └─ Computers,0.80,1.11,1.04,
  └─ Furniture n fittings,1.77,1.77,1.78,
  └─ Vehicles,0.48,0.48,0.48,
  └─ Intangible Assets,0.00,0.05,0.05,0.00
  └─ Other fixed assets,0.00,-0.01,0.36,
  └─ Gross Block,3.50,3.94,4.30,
  └─ Accumulated Depreciation,2.39,2.90,3.30,
CWIP,0.00,0.16,0.49,0.00
Investments,9.88,24.21,22.41,13.87
Other Assets,18.51,13.09,20.21,24.43
  └─ Inventories,0.00,0.00,0.50,0.00
  └─ Trade receivables,16.49,5.89,5.64,4.10
    └─ Receivables over 6m,2.08,1.34,2.03,
    └─ Receivables under 6m,14.41,4.55,3.60,
  └─ Cash Equivalents,0.33,1.06,7.42,10.27
  └─ Loans n Advances,0.92,1.70,2.36,7.96
  └─ Other asset items,0.77,4.44,4.29,2.10
Total Assets,29.50,38.51,44.12,40.33
