Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,17
Reserves,60,68,72,76,81
Borrowings,2,3,40,75,74
  └─ Long term Borrowings,1,0,22,29,22
  └─ Short term Borrowings,2,2,18,46,52
  └─ Lease Liabilities,0,0,0,0,0
  └─ Other Borrowings,0,0,-0,0,
Other Liabilities,24,28,27,38,23
  └─ Non controlling int,0.87,6.64,7.54,5.96,6.36
  └─ Trade Payables,5.10,9.42,13.67,25.73,10.98
  └─ Advance from Customers,14.86,8.65,3.29,2.46,
  └─ Other liability items,2.79,3.67,2.69,3.67,5.50
Total Liabilities,103,116,156,206,194
Fixed Assets,4,6,10,47,48
  └─ Land,1.38,2.94,5.50,7.36,
  └─ Building,0.33,0.56,2.55,16.65,
  └─ Plant Machinery,0.28,0.28,0.28,21.38,
  └─ Equipments,0.25,0.30,0.31,0.48,
  └─ Computers,0.34,0.36,0.40,0.42,
  └─ Furniture n fittings,0.08,0.09,0.12,0.16,
  └─ Vehicles,0.52,0.85,0.95,1.10,
  └─ Other fixed assets,1.74,1.80,1.88,1.91,
  └─ Gross Block,4.92,7.18,11.99,49.46,
  └─ Accumulated Depreciation,1.12,1.27,1.49,2.64,
CWIP,0,7,28,0,0
Investments,4,4,5,3,3
Other Assets,95,99,113,156,143
  └─ Inventories,28,34,45,61,58
  └─ Trade receivables,20,16,11,13,25
  └─ Cash Equivalents,8,2,7,20,12
  └─ Loans n Advances,2,1,2,2,23
  └─ Other asset items,37,46,48,60,26
Total Assets,103,116,156,206,194
