Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.02,0.02,6,6,12,12,12,12,42,85,85
Reserves,1,4,22,30,38,46,54,90,116,105,143
Borrowings,0,4,3,6,12,14,10,9,17,21,88
  └─ Long term Borrowings,0,1,1,1,1,2,1,0,0,0,50
  └─ Short term Borrowings,0,3,2,5,9,11,8,8,14,18,31
  └─ Lease Liabilities,0,0,0,0,1,1,1,0,3,3,7
  └─ Other Borrowings,0,0,0,0,1,1,1,1,0,0,
Other Liabilities,4,8,10,10,10,12,10,19,22,42,104
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,2,6,7,7,6,6,4,13,17,32,79
  └─ Advance from Customers,1,0,0,1,0,0,0,0,0,1,
  └─ Other liability items,0,2,2,3,4,6,6,6,5,10,25
Total Liabilities,5,16,41,52,72,84,86,130,198,254,421
Fixed Assets,1,6,10,9,59,56,55,57,93,86,199
  └─ Building,0,0,0,0,0,0,0,0,0,0,
  └─ Equipments,0,0,0,0,0,0,0,0,0,0,
  └─ Computers,0,3,3,4,4,4,3,4,6,6,
  └─ Furniture n fittings,0,0,0,0,0,0,0,0,1,1,
  └─ Vehicles,0,0,0,0,0,0,0,0,0,1,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,0,189
  └─ Other fixed assets,0,3,8,8,61,60,61,66,106,112,
  └─ Gross Block,1,7,12,13,65,64,65,70,113,120,
  └─ Accumulated Depreciation,0,1,3,4,7,8,10,13,20,34,
CWIP,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0
Investments,-0,-0,-0,-0,-0,-0,-0,-0,5,0,0
Other Assets,4,11,32,43,13,27,31,73,100,168,221
  └─ Trade receivables,1,7,18,13,9,23,26,38,53,61,82
    └─ Receivables over 6m,0.00,0.00,12.09,2.19,1.96,3.29,11.04,13.55,13.21,40.16,
    └─ Receivables under 6m,1.20,7.13,5.67,11.18,7.31,19.92,15.17,24.15,39.99,20.92,
  └─ Cash Equivalents,3,3,13,4,3,3,3,6,11,13,8
  └─ Loans n Advances,0,0,0,0,0,0,1,19,28,82,46
  └─ Other asset items,0,0,1,26,0,1,1,10,8,12,85
Total Assets,5,16,41,52,72,84,86,130,198,254,421
