Metric,Mar 2022,Mar 2023,Mar 2026
Equity Capital,0.50,2.50,
Reserves,3.85,2.37,
Borrowings,1.20,1.53,
  └─ Short term Borrowings,1.20,1.53,
Other Liabilities,2.50,1.28,
  └─ Trade Payables,0.26,0.34,
  └─ Other liability items,2.24,0.94,
Total Liabilities,8.05,7.68,
Fixed Assets,3.05,4.20,
  └─ Land,0.00,1.15,
  └─ Building,2.89,3.07,
  └─ Equipments,0.04,0.06,
  └─ Computers,0.08,0.12,
  └─ Furniture n fittings,0.36,0.37,
  └─ Other fixed assets,-0.01,0.00,
  └─ Gross Block,3.36,4.77,
  └─ Accumulated Depreciation,0.31,0.57,
CWIP,0.00,0.18,
Investments,0.36,0.10,
Other Assets,4.64,3.20,
  └─ Trade receivables,1.46,2.07,
    └─ Receivables over 6m,0.24,0.26,
    └─ Receivables under 6m,1.22,1.81,
  └─ Cash Equivalents,2.47,0.28,
  └─ Loans n Advances,0.65,0.44,
  └─ Other asset items,0.06,0.41,
Total Assets,8.05,7.68,
