Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Equity Capital,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29
Reserves,71.60,71.19,71.78,70.30,66.87,60.43,54.77,55.37,47.42
Borrowings,14.71,19.74,14.31,17.48,14.70,14.47,18.24,22.95,26.96
  └─ Long term Borrowings,0.00,5.43,3.21,0.00,0.00,0.00,2.18,2.61,11.32
  └─ Short term Borrowings,14.71,14.31,11.10,17.48,14.70,14.47,16.06,20.34,15.64
Other Liabilities,15.36,23.69,18.29,17.39,26.89,15.82,16.34,15.74,15.92
  └─ Trade Payables,6.83,16.38,10.83,10.04,19.57,8.27,9.22,7.94,7.80
  └─ Advance from Customers,4.57,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56
  └─ Other liability items,3.96,2.75,2.90,2.79,2.76,2.99,2.56,3.24,3.56
Total Liabilities,106.96,119.91,109.67,110.46,113.75,96.01,94.64,99.35,95.59
Fixed Assets,17.62,21.97,23.62,26.08,23.65,21.25,19.34,26.44,29.02
  └─ Land,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
  └─ Building,21.05,25.69,16.54,18.55,18.76,18.95,19.05,25.91,27.88
  └─ Plant Machinery,13.08,13.37,3.27,5.71,5.98,5.88,6.08,6.11,6.29
  └─ Equipments,2.69,3.14,1.13,1.33,1.33,1.33,1.33,1.45,1.46
  └─ Computers,0.09,0.09,0.01,0.06,0.05,0.05,0.05,0.16,0.18
  └─ Furniture n fittings,2.53,3.62,2.33,2.95,2.99,3.07,3.19,5.75,8.13
  └─ Vehicles,1.92,1.98,2.13,2.26,2.36,2.38,2.38,2.47,3.16
  └─ Other fixed assets,0.10,0.01,0.01,0.02,0.04,0.03,0.03,0.03,0.07
  └─ Gross Block,42.23,48.67,26.19,31.65,32.28,32.46,32.88,42.65,47.94
  └─ Accumulated Depreciation,24.61,26.70,2.57,5.57,8.63,11.21,13.53,16.21,18.92
CWIP,3.45,0.00,0.00,0.00,0.00,0.00,7.26,0.00,0.00
Investments,0.02,0.68,0.67,0.24,-0.43,0.04,0.09,0.05,0.35
Other Assets,85.87,97.26,85.38,84.14,90.53,74.72,67.95,72.86,66.22
  └─ Inventories,37.32,49.30,39.34,35.84,39.00,32.26,29.67,32.18,36.94
  └─ Trade receivables,10.94,14.77,12.81,11.99,12.74,11.59,10.31,9.91,0.94
  └─ Cash Equivalents,18.11,2.02,0.79,5.84,2.61,0.30,1.96,1.04,0.78
  └─ Loans n Advances,0.26,0.21,0.26,0.24,0.34,0.23,0.17,0.08,0.14
  └─ Other asset items,19.24,30.96,32.18,30.23,35.84,30.34,25.84,29.65,27.42
Total Assets,106.96,119.91,109.67,110.46,113.75,96.01,94.64,99.35,95.59
