Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011
Equity Capital,3.20,3.20,3.20,3.20,3.20,3.20
Reserves,-9.33,-7.27,-7.29,-7.61,-6.26,-7.17
Borrowings,12.56,10.22,10.22,10.18,5.92,0.14
  └─ Other Borrowings,12.56,10.22,10.22,10.18,5.92,0.14
Other Liabilities,0.04,0.01,0.01,0.02,4.68,4.13
  └─ Non controlling int,0.00,0.00,0.00,0.01,0.01,0.01
  └─ Trade Payables,0.04,0.01,0.01,0.01,4.67,4.00
  └─ Other liability items,0.00,0.00,0.00,0.00,0.00,0.12
Total Liabilities,6.47,6.16,6.14,5.79,7.54,0.30
Fixed Assets,2.72,2.72,2.72,2.72,2.72,0.00
  └─ Land,0.39,0.39,0.39,0.39,0.39,0.00
  └─ Building,2.20,2.20,2.20,2.20,2.20,0.00
  └─ Plant Machinery,6.36,6.36,6.36,6.36,6.36,0.00
  └─ Equipments,0.01,0.01,0.01,0.01,0.01,0.00
  └─ Furniture n fittings,0.52,0.52,0.52,0.52,0.52,0.00
  └─ Gross Block,9.48,9.48,9.48,9.48,9.48,0.00
  └─ Accumulated Depreciation,6.76,6.76,6.76,6.76,6.76,0.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.50,0.50,0.50,0.05,0.05,0.00
Other Assets,3.25,2.94,2.92,3.02,4.77,0.30
  └─ Inventories,1.61,1.57,1.56,1.56,1.56,0.00
  └─ Trade receivables,0.37,0.37,0.37,0.38,0.22,0.22
    └─ Receivables over 6m,0.37,0.37,0.37,0.38,0.22,0.22
  └─ Cash Equivalents,0.01,0.01,0.01,0.04,0.04,0.07
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.01,0.00
  └─ Other asset items,1.26,0.99,0.98,1.04,2.94,0.01
Total Assets,6.47,6.16,6.14,5.79,7.54,0.30
