Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,29,29,29,29,29,29,29,29,29,29,29
Reserves,1415,1588,1547,1670,1716,1893,2053,2275,2647,3057,3591
Borrowings,7,12,142,90,189,849,1965,3244,4142,5819,5374
  └─ Long term Borrowings,0,0,5,17,64,417,1066,1802,1970,3761,3124
  └─ Short term Borrowings,7,12,134,65,85,421,890,1428,2154,2000,2190
  └─ Lease Liabilities,0,0,0,0,10,11,9,14,17,58,61
  └─ Other Borrowings,0,0,2,8,29,0,0,0,0,0,
Other Liabilities,519,541,783,807,825,1026,975,1169,1450,1571,1858
  └─ Non controlling int,0,0,0,0,0,0,0,0,-16,-30,-45
  └─ Trade Payables,346,355,489,439,414,594,576,678,794,708,947
  └─ Advance from Customers,6,4,9,48,59,23,29,59,47,65,
  └─ Other liability items,167,182,285,319,352,409,370,432,625,828,956
Total Liabilities,1970,2170,2500,2595,2759,3797,5021,6717,8268,10476,10852
Fixed Assets,475,440,702,663,623,698,721,689,769,1183,1415
  └─ Land,12,12,13,18,18,11,42,42,44,44,
  └─ Building,155,159,179,197,211,218,218,223,241,538,
  └─ Plant Machinery,895,898,1005,1020,1026,1106,1153,1194,1269,1344,
  └─ Equipments,5,5,11,8,7,7,7,6,8,16,
  └─ Computers,59,62,69,66,68,69,72,75,82,86,
  └─ Furniture n fittings,64,65,73,72,72,73,73,71,73,94,
  └─ Vehicles,48,53,57,40,41,41,36,37,43,16,
  └─ Intangible Assets,22,53,263,263,264,315,342,342,392,462,399
  └─ Other fixed assets,47,53,98,100,106,121,123,122,147,155,
  └─ Gross Block,1306,1361,1767,1784,1813,1960,2066,2114,2298,2755,
  └─ Accumulated Depreciation,831,921,1065,1121,1190,1262,1345,1425,1530,1572,
CWIP,29,15,30,41,78,55,43,69,293,98,61
Investments,791,988,675,711,433,834,738,658,489,601,440
Other Assets,674,727,1093,1180,1626,2210,3519,5302,6718,8595,8937
  └─ Inventories,206,226,345,310,406,379,388,545,644,591,744
  └─ Trade receivables,158,201,402,408,412,439,469,528,607,696,953
  └─ Cash Equivalents,42,20,70,198,143,258,174,290,505,997,1250
  └─ Loans n Advances,11,12,32,27,27,25,28,30,33,90,5750
  └─ Other asset items,257,268,244,238,638,1109,2460,3909,4930,6220,240
Total Assets,1970,2170,2500,2595,2759,3797,5021,6717,8268,10476,10852
