Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,67,67,67,67,67,67,67,67,67,67,67,67,
Reserves,911,758,760,761,815,849,904,609,165,2,249,515,
Borrowings,0,0,0,0,0,137,453,388,359,163,29,18,
  └─ Short term Borrowings,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,312.55,293.60,288.33,101.90,-0.00,-0.00,
  └─ Lease Liabilities,-0.00,-0.00,-0.00,-0.00,-0.00,137.30,140.14,94.04,70.80,60.76,28.83,17.59,
Other Liabilities,2090,2762,3039,3085,2677,2316,2569,2394,2272,2349,1667,1538,
  └─ Trade Payables,255,808,1431,1302,735,878,1100,1039,788,720,523,553,
  └─ Advance from Customers,0,677,451,597,716,558,432,247,362,508,176,,
  └─ Other liability items,1836,1277,1157,1185,1226,880,1038,1108,1122,1122,967,985,
Total Liabilities,3069,3588,3867,3913,3559,3370,3993,3458,2864,2581,2012,2138,
Fixed Assets,396,374,350,271,151,307,283,133,110,98,63,40,
  └─ Land,11.18,11.18,11.18,10.86,9.73,10.05,10.05,9.95,9.95,9.95,9.95,,
  └─ Building,193.50,94.84,114.35,97.84,48.12,190.74,188.38,125.99,100.27,74.72,50.36,,
  └─ Plant Machinery,633.43,298.27,311.77,269.85,188.36,225.19,230.38,113.34,116.57,118.19,101.27,,
  └─ Equipments,8.99,2.90,3.60,3.20,2.86,3.10,2.26,1.66,1.66,1.66,1.66,,
  └─ Furniture n fittings,22.66,5.33,5.33,4.59,3.65,3.78,1.53,1.53,1.53,1.53,1.53,,
  └─ Vehicles,1.30,0.14,0.14,0.14,0.20,9.96,5.48,9.73,8.78,6.77,2.03,,
  └─ Other fixed assets,32.00,0.82,0.87,0.98,0.98,1.11,1.11,1.28,1.28,1.28,0.00,,
  └─ Gross Block,903.06,413.48,447.24,387.46,253.90,443.93,439.19,263.48,240.04,214.10,166.80,,
  └─ Accumulated Depreciation,506.67,39.21,97.16,116.07,102.81,137.42,155.86,130.39,129.84,116.52,104.13,,
CWIP,50,39,28,9,12,5,2,2,1,4,4,3,
Investments,0,3,3,3,3,3,3,10,13,19,30,46,
Other Assets,2622,3172,3486,3630,3394,3056,3705,3312,2740,2461,1915,2049,
  └─ Inventories,407,364,354,466,180,230,200,81,88,87,88,150,
  └─ Trade receivables,965,1081,845,948,979,1327,2214,2395,1954,1699,1173,762,
    └─ Receivables over 6m,131,0,0,0,0,0,0,59,179,160,213,,80
    └─ Receivables under 6m,849,1168,947,1047,1082,1431,2318,2335,1956,1735,1136,,1041
    └─ Prov for Doubtful,-15,-87,-102,-99,-103,-104,-105,0,-181,-196,-176,,-3
  └─ Cash Equivalents,719,514,850,1054,828,379,220,182,222,151,442,430,
  └─ Loans n Advances,-34,166,35,41,86,119,107,23,39,31,22,466,
  └─ Other asset items,566,1047,1401,1121,1320,1001,965,632,437,493,190,241,
Total Assets,3069,3588,3867,3913,3559,3370,3993,3458,2864,2581,2012,2138,
