Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,20,20,20,20,20,20,20,20,22,23
Reserves,1,234,218,200,186,154,138,126,129,153,170
Borrowings,402,292,287,287,274,328,347,331,311,284,258
  └─ Long term Borrowings,292,282,271,268,257,301,318,295,219,243,223
  └─ Short term Borrowings,9,10,15,15,15,27,29,36,92,41,35
  └─ Preference Capital,80,0,65,85,85,105,105,105,55,105,0
  └─ Other Borrowings,21,0,-64,-81,-82,-105,-105,-105,-55,-105,
Other Liabilities,52,40,42,36,39,28,25,29,34,38,39
  └─ Trade Payables,15.61,17.97,15.31,12.17,14.93,11.21,6.79,9.06,11.04,14.95,16.34
  └─ Advance from Customers,0.72,0.35,1.86,0.36,0.83,1.22,1.31,1.09,1.28,1.36,
  └─ Other liability items,35.24,21.27,24.72,23.46,23.57,15.93,16.95,18.96,21.58,21.37,23.12
Total Liabilities,470,585,567,543,519,529,530,505,494,496,491
Fixed Assets,418,475,461,448,435,422,416,411,406,404,398
  └─ Land,155.30,224.80,224.80,224.80,224.80,224.80,224.80,224.80,224.80,224.80,
  └─ Building,186.56,178.29,178.44,178.72,178.72,178.72,178.70,179.12,179.34,179.78,
  └─ Plant Machinery,53.18,44.00,44.15,44.76,45.76,45.80,46.22,47.17,47.95,50.00,
  └─ Equipments,0.30,0.10,0.08,0.08,0.08,0.08,0.12,0.48,0.59,1.17,
  └─ Computers,4.12,1.26,1.26,1.28,1.74,1.55,1.38,1.23,1.24,1.50,
  └─ Furniture n fittings,59.49,39.41,39.50,39.44,39.56,39.56,39.15,39.34,39.86,42.17,
  └─ Vehicles,0.51,0.28,0.28,0.28,0.36,0.36,0.22,0.22,0.22,0.21,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
  └─ Other fixed assets,1.75,1.02,0.67,0.67,0.68,0.69,0.79,0.89,0.90,0.88,
  └─ Gross Block,461.21,489.16,489.18,490.03,491.70,491.56,491.38,493.25,494.90,500.51,
  └─ Accumulated Depreciation,43.29,14.42,28.40,42.51,56.22,69.66,75.81,82.47,88.95,96.54,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,6,21,22,14,2,2,3,3,3,2,2
Other Assets,47,89,85,82,82,105,111,91,85,90,91
  └─ Inventories,18.92,16.70,17.25,13.85,14.83,14.23,13.40,14.88,14.80,14.51,15.33
  └─ Trade receivables,5.51,3.02,3.28,3.46,2.42,1.74,2.77,3.11,3.46,4.38,6.50
    └─ Receivables over 6m,0.23,-0.00,-0.00,-0.00,-0.00,-0.00,0.39,0.39,0.57,0.67,
    └─ Receivables under 6m,5.28,3.05,3.44,3.63,2.58,1.90,2.51,2.71,3.03,3.84,
    └─ Prov for Doubtful,-0.00,-0.03,-0.15,-0.17,-0.16,-0.16,-0.13,-0.00,-0.14,-0.13,
  └─ Cash Equivalents,5.77,7.37,8.21,9.46,6.78,21.81,18.71,12.48,11.25,19.11,26.73
  └─ Loans n Advances,1.84,11.83,11.10,8.11,8.69,5.32,7.40,8.07,5.62,6.35,4.96
  └─ Other asset items,14.50,50.33,45.07,46.62,49.23,61.93,68.69,52.87,50.29,45.92,37.55
Total Assets,470,585,567,543,519,529,530,505,494,496,491
