Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,70,85,86,87,88,89,125,139,139,139,139,149,
Reserves,210,341,347,428,389,293,572,731,721,686,783,1183,
Borrowings,349,324,420,464,658,1347,977,915,901,1274,1837,1735,
  └─ Long term Borrowings,280,246,283,372,517,530,346,363,362,485,605,599,
  └─ Short term Borrowings,29,37,42,2,50,94,125,45,38,187,398,311,
  └─ Lease Liabilities,0,0,0,0,0,0,506,507,502,602,835,825,
  └─ Other Borrowings,39,41,95,90,91,723,0,0,0,-0,0,,
Other Liabilities,147,294,372,461,515,518,357,433,549,601,780,855,
  └─ Non controlling int,25,33,57,64,46,39,17,13,9,39,68,78,
  └─ Trade Payables,83,108,127,142,182,154,146,194,248,281,334,351,
  └─ Advance from Customers,11,17,16,20,21,15,20,29,24,18,17,,
  └─ Other liability items,28,136,171,234,267,311,174,196,268,263,361,426,
Total Liabilities,776,1043,1225,1440,1650,2246,2031,2218,2311,2701,3540,3923,
Fixed Assets,528,583,685,828,970,1646,1382,1547,1553,1758,2442,2462,
  └─ Land,46,46,46,40,40,40,40,64,65,82,120,,
  └─ Building,181,154,175,191,244,887,778,879,914,1125,1447,,
  └─ Plant Machinery,346,294,447,574,711,854,868,951,1066,1121,1320,,
  └─ Equipments,36,42,5,6,8,9,9,10,10,13,15,,
  └─ Computers,8,4,7,10,16,18,19,21,26,37,45,,
  └─ Furniture n fittings,18,12,17,23,46,54,55,61,68,73,97,,
  └─ Vehicles,2,1,2,3,3,4,4,4,4,5,8,,
  └─ Intangible Assets,77,61,61,109,109,109,109,211,211,252,488,420,
  └─ Other fixed assets,6,7,12,13,20,49,51,54,55,73,76,,
  └─ Gross Block,720,620,773,970,1197,2025,1933,2255,2419,2781,3616,,
  └─ Accumulated Depreciation,191,37,89,142,227,379,551,708,866,1023,1174,,
CWIP,42,121,148,174,153,46,30,22,18,83,25,19,
Investments,0,64,11,53,49,34,26,9,10,10,11,14,
Other Assets,205,275,381,385,478,520,593,641,730,850,1062,1428,
  └─ Inventories,15,13,19,24,27,23,21,30,38,43,53,60,
  └─ Trade receivables,64,70,103,128,157,186,187,217,303,294,401,421,
    └─ Receivables over 6m,43,0,0,0,0,0,0,0,113,138,212,,17
    └─ Receivables under 6m,45,105,142,162,195,227,234,280,237,226,269,,37
    └─ Prov for Doubtful,-24,-35,-39,-34,-38,-41,-48,-63,-48,-70,-81,,-1
  └─ Cash Equivalents,27,58,85,29,21,32,41,198,197,303,348,541,
  └─ Loans n Advances,7,10,13,20,24,28,18,15,27,25,30,86,
  └─ Other asset items,93,125,161,184,249,251,326,181,166,185,231,321,
Total Assets,776,1043,1225,1440,1650,2246,2031,2218,2311,2701,3540,3923,
