Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,33,33,33,33,33,33,33,33,33,33,33,33,
Reserves,985,992,1000,954,914,390,348,309,284,279,283,266,
Borrowings,453,443,452,445,446,304,284,241,108,66,25,24,
  └─ Long term Borrowings,401.44,362.50,407.48,395.10,350.00,187.84,141.91,90.66,53.10,23.75,20.82,20.83,
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,142.33,150.76,55.21,42.53,3.85,2.72,
  └─ Other Borrowings,51.51,80.86,44.24,49.96,95.81,116.55,0.01,0.01,0.00,0.00,0.00,,
Other Liabilities,174,188,187,188,206,211,201,207,236,237,255,198,
  └─ Trade Payables,21,20,20,19,18,16,9,8,3,2,2,3,
  └─ Advance from Customers,0,0,0,0,1,3,3,20,8,6,4,,
  └─ Other liability items,153,168,167,168,188,192,189,179,226,229,248,195,
Total Liabilities,1644,1656,1672,1620,1599,938,865,790,662,615,596,519,
Fixed Assets,1260,1410,1402,1359,1322,837,767,687,596,542,518,458,
  └─ Land,116,71,0,0,0,0,0,0,0,0,0,,
  └─ Building,1072,1224,1224,1229,1232,829,766,698,618,571,568,,
  └─ Plant Machinery,89,158,180,180,180,58,57,56,47,48,48,,
  └─ Computers,3,4,4,2,1,1,0,0,0,0,0,,
  └─ Furniture n fittings,109,121,145,138,131,19,15,11,11,11,11,,
  └─ Vehicles,9,7,5,5,6,5,5,5,0,1,1,,
  └─ Intangible Assets,83,81,81,81,81,81,81,81,81,81,81,56,
  └─ Other fixed assets,3,4,64,61,65,62,61,61,48,40,31,,
  └─ Gross Block,1485,1671,1703,1696,1696,1055,986,913,805,753,739,,
  └─ Accumulated Depreciation,225,261,301,338,374,218,219,226,209,210,222,,
CWIP,107,17,18,18,19,11,12,15,0,4,7,7,
Investments,0,0,0,0,0,0,0,0,0,0,0,0,
Other Assets,277,229,251,243,258,90,86,88,66,69,70,54,
  └─ Inventories,3.01,3.32,4.08,5.22,6.04,5.73,3.58,3.65,15.36,23.50,42.60,20.78,
  └─ Trade receivables,38.61,21.47,19.71,19.70,25.19,12.55,11.85,12.22,10.15,8.03,5.29,6.02,
    └─ Receivables over 6m,0.60,21.47,0.19,0.31,0.56,0.40,3.04,5.63,4.12,7.42,4.91,,0.32
    └─ Receivables under 6m,38.01,0.00,19.53,19.39,24.64,12.16,8.81,6.59,6.02,0.60,0.38,,13.26
  └─ Cash Equivalents,45.74,19.32,11.72,9.94,5.83,6.13,4.71,2.97,1.38,1.46,0.76,1.24,
  └─ Loans n Advances,34.80,23.39,29.28,31.32,35.67,7.38,6.78,6.98,7.16,6.12,6.70,15.44,
  └─ Other asset items,154.48,161.82,186.63,176.95,185.21,58.03,58.79,62.10,31.54,29.81,15.08,10.67,
Total Assets,1644,1656,1672,1620,1599,938,865,790,662,615,596,519,
