Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,16,16,16,16
Reserves,3631,5887,7141,7942,8707,9134,10341
Borrowings,5,4,5,4,372,314,284
  └─ Long term Borrowings,4,4,4,3,107,78,70
  └─ Short term Borrowings,0,0,0,1,213,192,173
  └─ Lease Liabilities,0,0,1,1,52,45,40
  └─ Other Borrowings,1,0,0,0,0,0,
Other Liabilities,435,589,671,814,1515,1708,1869
  └─ Trade Payables,249,401,463,587,768,820,834
  └─ Advance from Customers,34,34,34,76,52,150,
  └─ Other liability items,152,154,174,151,695,738,1035
Total Liabilities,4086,6496,7834,8778,10611,11173,12511
Fixed Assets,968,954,1502,1571,3947,4147,4492
  └─ Land,45,45,64,65,932,954,
  └─ Building,225,249,320,333,594,639,
  └─ Plant Machinery,922,949,1435,1572,2652,3111,
  └─ Equipments,108,125,189,221,290,329,
  └─ Computers,20,29,35,51,61,70,
  └─ Furniture n fittings,23,28,30,34,37,38,
  └─ Vehicles,5,5,5,5,18,29,
  └─ Intangible Assets,0,0,0,0,242,248,402
  └─ Other fixed assets,0,0,3,13,186,193,
  └─ Gross Block,1348,1431,2081,2295,5012,5613,
  └─ Accumulated Depreciation,380,476,579,724,1065,1466,
CWIP,188,338,191,177,238,151,342
Investments,0,0,155,0,0,0,0
Other Assets,2929,5204,5986,7030,6426,6875,7676
  └─ Inventories,756,1275,1186,1945,1655,1685,1744
  └─ Trade receivables,602,671,1075,871,1559,1517,1891
  └─ Cash Equivalents,1325,3006,3093,3771,1839,2556,3359
  └─ Loans n Advances,19,11,58,47,61,88,0
  └─ Other asset items,227,241,574,396,1312,1029,682
Total Assets,4086,6496,7834,8778,10611,11173,12511
