Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,4.96,6.78,6.78,11.55
Reserves,3.85,4.70,3.81,18.07,19.94,17.48
Borrowings,14.24,12.38,11.59,11.10,10.53,23.12
  └─ Long term Borrowings,8.00,6.26,5.80,4.34,3.63,21.94
  └─ Short term Borrowings,1.19,1.24,0.05,1.36,1.57,1.18
  └─ Preference Capital,5.05,4.88,5.74,5.40,5.32,0.00
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.01,
Other Liabilities,7.17,7.40,8.55,7.91,10.75,16.29
  └─ Non controlling int,0.68,1.28,1.03,0.11,0.77,0.75
  └─ Trade Payables,5.14,3.75,3.66,3.14,3.22,4.01
  └─ Advance from Customers,0.00,0.01,0.00,0.53,0.40,
  └─ Other liability items,1.35,2.36,3.86,4.13,6.36,11.53
Total Liabilities,25.27,24.49,28.91,43.86,48.00,68.44
Fixed Assets,13.84,13.40,11.60,14.32,15.26,40.81
  └─ Building,1.47,1.71,1.71,1.71,1.85,
  └─ Plant Machinery,11.68,12.24,11.80,15.13,17.03,
  └─ Equipments,0.79,0.80,0.66,0.74,0.75,
  └─ Computers,0.37,0.38,0.39,0.39,0.44,
  └─ Furniture n fittings,0.61,0.64,0.64,1.19,1.25,
  └─ Vehicles,0.33,0.39,0.39,0.39,0.49,
  └─ Other fixed assets,0.04,0.02,0.03,0.03,0.15,
  └─ Gross Block,15.29,16.18,15.62,19.58,21.96,
  └─ Accumulated Depreciation,1.46,2.78,4.02,5.26,6.70,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,1.07,0.32,0.68,1.47,0.04,0.05
Other Assets,10.36,10.77,16.63,28.07,32.70,27.58
  └─ Inventories,1.37,0.69,0.80,0.61,0.59,0.84
  └─ Trade receivables,4.89,5.87,9.73,13.70,14.96,11.02
    └─ Receivables over 6m,0.00,0.00,3.15,13.70,14.96,
    └─ Receivables under 6m,4.89,5.87,6.59,0.00,0.00,
  └─ Cash Equivalents,2.91,1.15,1.94,6.56,7.92,8.67
  └─ Loans n Advances,0.31,0.62,0.44,2.21,2.15,5.30
  └─ Other asset items,0.88,2.44,3.72,4.99,7.08,1.75
Total Assets,25.27,24.49,28.91,43.86,48.00,68.44
