Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,78,78,78,78,78,78,78,78
Reserves,128,430,444,485,543,528,545,550,595
Borrowing,7,132,121,327,764,924,899,996,961
Other Liabilities,16,30,70,154,242,265,279,228,211
  └─ Non controlling int,0,0,5,34,73,51,37,25,17
  └─ Trade Payables,0,1,1,3,8,15,15,16,15
  └─ Advance from Customers,0,0,1,3,3,2,3,1,
  └─ Other liability items,15,29,62,114,158,197,223,186,178
Total Liabilities,154,670,713,1044,1626,1795,1801,1853,1846
Fixed Assets,8,31,47,56,78,81,94,90,86
  └─ Building,3.05,6.35,9.65,10.92,12.89,62.55,53.99,70.15,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.46,1.06,
  └─ Equipments,0.86,1.65,2.69,3.18,5.35,5.62,5.70,5.16,
  └─ Computers,0.41,0.86,1.83,2.86,5.45,9.57,10.14,9.95,
  └─ Furniture n fittings,4.40,6.64,7.91,8.36,8.15,8.03,8.12,7.91,
  └─ Vehicles,0.00,3.24,3.16,3.56,5.11,4.97,5.60,6.50,
  └─ Intangible Assets,0.00,0.00,5.52,5.52,5.52,18.08,18.08,18.08,46.47
  └─ Other fixed assets,0.03,21.48,37.92,37.27,70.69,28.87,70.73,77.83,
  └─ Gross Block,8.75,40.22,68.68,71.67,113.16,137.69,172.82,196.64,
  └─ Accumulated Depreciation,0.43,9.42,22.14,15.26,35.43,56.53,78.97,106.88,
CWIP,2,2,1,5,11,35,10,9,0
Investments,0,24,9,0,10,44,10,64,210
Other Assets,144,614,656,982,1528,1634,1687,1691,1550
  └─ Inventories,0,0,0,3,1,1,1,1,1
  └─ Trade receivables,0,0,1,7,9,18,7,12,24
  └─ Cash Equivalents,32,35,69,228,351,315,343,271,317
  └─ Loans n Advances,2,2,5,7,17,24,22,15,1127
  └─ Other asset items,109,576,581,738,1149,1277,1314,1392,81
Total Assets,154,670,713,1044,1626,1795,1801,1853,1846
