Metric,Mar 2020,Mar 2021,Mar 2022
Equity Capital,22,22,22
Reserves,47,75,116
Borrowings,97,169,170
  └─ Long term Borrowings,5,10,27
  └─ Short term Borrowings,90,143,125
  └─ Lease Liabilities,0,13,11
  └─ Other Borrowings,2,2,7
Other Liabilities,102,129,105
  └─ Trade Payables,58,78,61
  └─ Advance from Customers,38,47,40
  └─ Other liability items,6,5,5
Total Liabilities,269,395,414
Fixed Assets,30,42,50
  └─ Building,14,17,28
  └─ Plant Machinery,3,5,5
  └─ Computers,1,2,2
  └─ Furniture n fittings,4,7,8
  └─ Vehicles,2,3,3
  └─ Wind turbines,7,0,0
  └─ Intangible Assets,0,0,0
  └─ Other fixed assets,4,17,16
  └─ Gross Block,36,50,63
  └─ Accumulated Depreciation,6,7,13
CWIP,1,0,0
Investments,0,0,0
Other Assets,238,352,363
  └─ Inventories,230,320,350
  └─ Trade receivables,1,3,3
    └─ Receivables over 6m,0.53,0.21,0.75
    └─ Receivables under 6m,0.51,2.31,1.91
  └─ Cash Equivalents,2,11,5
  └─ Loans n Advances,4,5,4
  └─ Other asset items,1,14,1
Total Assets,269,395,414
