Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,3,3,3,3,3,3,3,3,3,3,3,3,
Reserves,74,83,59,67,70,73,88,111,119,130,138,134,
Borrowings,42,38,46,42,45,36,41,24,30,49,67,111,
  └─ Long term Borrowings,7,6,5,2,0,0,5,5,2,14,16,29,
  └─ Short term Borrowings,28,27,39,37,43,36,35,19,28,35,51,82,
  └─ Other Borrowings,6,5,3,3,2,0,0,0,-0,0,0,,
Other Liabilities,37,42,44,51,59,52,54,60,65,71,65,74,
  └─ Non controlling int,3.77,4.57,5.63,6.89,8.16,10.20,13.17,15.76,17.93,20.94,23.43,25.32,
  └─ Trade Payables,18.03,19.99,15.19,18.92,20.24,15.44,15.23,16.06,20.00,12.87,16.73,27.98,
  └─ Other liability items,15.64,17.28,23.29,25.64,30.40,26.39,25.44,28.46,26.83,36.90,25.10,20.28,
Total Liabilities,156,166,152,163,177,165,186,199,217,253,274,321,
Fixed Assets,100,102,65,78,82,82,84,86,89,117,118,131,
  └─ Land,43.22,45.73,3.96,3.96,3.96,3.93,3.93,3.93,3.93,3.72,3.72,,
  └─ Building,42.01,43.08,39.66,48.64,50.87,51.50,52.98,50.68,50.74,56.45,57.58,,
  └─ Plant Machinery,40.86,42.04,43.58,48.01,50.01,50.56,53.26,49.25,54.37,57.06,59.96,,
  └─ Equipments,0.69,0.73,0.46,0.54,0.56,0.56,0.56,0.28,0.28,0.31,0.34,,
  └─ Computers,0.74,0.86,1.22,1.30,1.33,1.42,1.52,0.79,0.87,0.99,1.09,,
  └─ Furniture n fittings,9.30,9.43,9.72,10.21,11.01,11.04,11.24,5.76,5.79,5.92,6.44,,
  └─ Vehicles,6.77,7.17,7.24,7.30,7.23,7.23,7.54,2.25,2.39,3.09,3.81,,
  └─ Intangible Assets,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.77,0.77,0.77,1.09,
  └─ Other fixed assets,0.38,0.52,14.82,17.49,20.95,23.97,26.41,29.20,29.06,53.48,54.34,,
  └─ Gross Block,144.63,150.22,121.32,138.11,146.58,150.87,158.10,142.80,148.20,181.79,188.05,,
  └─ Accumulated Depreciation,44.95,48.18,56.62,60.09,64.53,69.11,73.64,56.84,59.55,64.38,70.07,,
CWIP,5,9,21,11,9,7,5,6,6,10,15,19,
Investments,0,0,0,0,0,0,0,0,0,1,1,1,
Other Assets,51,55,67,74,86,76,96,107,123,124,140,170,
  └─ Inventories,17,16,23,26,34,25,33,35,47,32,42,54,
  └─ Trade receivables,10,11,12,15,16,17,21,24,23,24,23,29,
    └─ Receivables over 6m,1.08,1.30,0.00,0.00,0.00,0.00,0.00,1.40,2.26,2.26,1.60,,1.23
    └─ Receivables under 6m,8.94,10.13,11.53,14.68,15.60,16.78,21.48,22.24,20.51,21.64,21.37,,8.86
  └─ Cash Equivalents,4,5,6,3,7,4,14,13,18,32,34,35,
  └─ Loans n Advances,0,0,3,2,3,4,3,4,12,17,18,12,
  └─ Other asset items,20,22,24,28,26,27,24,32,23,20,24,40,
Total Assets,156,166,152,163,177,165,186,199,217,253,274,321,
