Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,10,10,13,14,14
Reserves,51,57,60,75,94,113,155,158
Borrowings,16,28,37,35,48,38,42,39
  └─ Long term Borrowings,5.67,16.72,19.65,16.49,8.81,4.16,6.02,3.47
  └─ Short term Borrowings,7.07,10.86,12.44,15.38,31.23,27.21,28.41,28.27
  └─ Lease Liabilities,0.00,0.00,4.51,3.55,8.05,7.14,7.49,7.10
  └─ Other Borrowings,3.05,0.55,-0.01,-0.01,0.00,-0.01,-0.01,
Other Liabilities,8,12,14,13,11,30,37,43
  └─ Non controlling int,0.00,0.01,-0.16,-0.30,-0.74,-1.00,-1.01,-1.35
  └─ Trade Payables,1.76,6.00,8.40,9.18,5.86,10.23,20.76,13.63
  └─ Advance from Customers,0.18,0.05,0.07,0.30,0.17,0.54,0.68,
  └─ Other liability items,6.50,6.35,5.77,4.23,5.79,20.45,16.64,30.66
Total Liabilities,85,107,120,134,163,195,248,254
Fixed Assets,9,11,25,32,43,50,68,100
  └─ Building,0,0,6,6,0,0,0,
  └─ Equipments,0,0,2,3,3,3,3,
  └─ Computers,31,37,21,35,51,72,105,
  └─ Furniture n fittings,1,1,2,2,2,2,2,
  └─ Vehicles,0,0,0,0,0,0,0,
  └─ Intangible Assets,0,0,0,0,0,0,0,90
  └─ Other fixed assets,-0,0,0,0,11,11,12,
  └─ Gross Block,32,38,30,45,67,88,122,
  └─ Accumulated Depreciation,24,27,5,13,24,38,54,
CWIP,5,6,3,4,5,17,16,0
Investments,11,9,5,6,12,15,10,5
Other Assets,60,82,88,92,103,113,154,148
  └─ Inventories,0,0,0,0,0,0,1,3
  └─ Trade receivables,19,36,33,29,26,46,44,35
    └─ Receivables over 6m,10.23,8.16,18.26,15.88,16.93,15.74,22.22,
    └─ Receivables under 6m,9.51,28.62,15.69,13.31,10.25,31.75,24.48,
    └─ Prov for Doubtful,-0.92,-0.79,-0.59,-0.11,-1.03,-1.70,-3.12,
  └─ Cash Equivalents,1,0,0,1,1,1,37,33
  └─ Loans n Advances,1,1,1,1,2,1,1,13
  └─ Other asset items,39,45,53,61,75,65,71,65
Total Assets,85,107,120,134,163,195,248,254
