Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2.40,22.40,22.40
Reserves,-12.33,-8.12,-10.03
Borrowings,8.07,33.95,28.70
  └─ Long term Borrowings,8.07,33.95,28.70
Other Liabilities,9.04,10.51,24.71
  └─ Non controlling int,0.00,-0.12,-0.35
  └─ Trade Payables,0.66,1.79,16.42
  └─ Advance from Customers,8.26,7.90,
  └─ Other liability items,0.12,0.94,8.64
Total Liabilities,7.18,58.74,65.78
Fixed Assets,0.00,1.73,1.95
  └─ Equipments,0.00,0.01,
  └─ Furniture n fittings,0.00,0.01,
  └─ Intangible Assets,0.00,1.71,1.93
  └─ Gross Block,0.00,1.73,
CWIP,0.00,0.00,0.00
Investments,0.00,0.13,0.14
Other Assets,7.18,56.88,63.69
  └─ Inventories,5,36,60
  └─ Trade receivables,2,2,2
    └─ Receivables over 6m,1.91,1.91,
    └─ Receivables under 6m,0.00,0.56,
  └─ Cash Equivalents,0,1,0
  └─ Loans n Advances,0,16,0
  └─ Other asset items,0,1,1
Total Assets,7.18,58.74,65.78
