Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,2428,2370,4739,9479,9181,9181,9181,9181,13772,13772,13772,13772,
Reserves,66404,87610,97357,104395,103288,86217,102657,124354,125949,169645,172716,205746,
Borrowings,64893,58552,63271,65650,96765,129790,116649,132020,148977,132628,152271,131822,
  └─ Long term Borrowings,36796,27941,25546,23061,39152,56071,54685,55945,63313,46793,51756,55309,
  └─ Short term Borrowings,21358,20208,33284,39081,53559,69897,54241,67606,76802,76661,90804,64780,
  └─ Lease Liabilities,0,0,0,0,0,0,7723,8469,8862,9174,9711,11733,
  └─ Other Borrowings,6739,10402,4441,3509,4053,3822,0,0,0,0,0,,
Other Liabilities,100158,83184,108352,116336,126128,104773,126658,145327,153298,166639,168464,177615,
  └─ Non controlling int,1073,1426,1905,2151,1877,876,976,1591,3494,4747,4537,6030,
  └─ Trade Payables,31493,24337,31196,36582,41194,27576,36964,49062,54734,59454,60535,57369,
  └─ Advance from Customers,2957,2933,3003,3415,3799,4913,4431,5641,4328,3730,3834,,
  └─ Other liability items,64635,54489,72248,74188,79257,71408,84287,89033,90742,98709,99558,114217,
Total Liabilities,233883,231715,273719,295860,335363,329962,355145,410882,441995,482683,507222,528955,
Fixed Assets,76781,100033,115958,124053,132494,147022,157085,160514,180048,195998,201142,211722,
  └─ Land,2878,2042,2283,3267,3503,3647,3781,3821,3929,3982,4105,,
  └─ Building,11761,9146,11541,12929,14848,16555,18399,21042,23384,26892,29152,,
  └─ Plant Machinery,113990,87667,107154,119403,130031,140271,155457,164667,188185,209840,221872,,
  └─ Equipments,1597,592,795,1089,1473,1872,2188,2470,2795,3247,3810,,
  └─ Furniture n fittings,791,348,447,551,632,721,802,902,2399,2934,3549,,
  └─ Railway sidings,217,92,105,142,164,184,199,203,316,322,378,,
  └─ Vehicles,275,43,61,69,78,93,104,112,120,128,195,,
  └─ Intangible Assets,1584,747,1024,1131,3094,3876,4465,4728,5244,5682,6042,7249,
  └─ Other fixed assets,4167,4335,4000,4237,5467,16195,17765,19145,21343,23643,25758,,
  └─ Gross Block,137263,105012,127410,142819,159290,183412,203160,217089,247714,276670,294860,,
  └─ Accumulated Depreciation,60482,4978,11452,18766,26796,36390,46075,56574,67667,80672,93718,,
CWIP,40378,26219,16778,19130,28281,32845,36291,47469,51133,61032,77921,82897,
Investments,16069,31185,43687,44806,44112,35571,44717,52352,52190,65542,67218,73298,
Other Assets,100655,74278,97295,107871,130476,114524,117053,150546,158624,160111,160940,161039,
  └─ Inventories,50105,42417,65882,70752,77332,67236,83657,111994,121384,121697,114233,117133,
  └─ Trade receivables,7648,7684,9017,10696,15808,13259,13782,18700,16399,13831,18551,14635,
    └─ Receivables over 6m,156,605,125,0,0,0,0,0,1814,994,1905,,470
    └─ Receivables under 6m,7696,7196,8892,10804,15964,13407,14394,19113,15107,13196,17106,,12277
    └─ Prov for Doubtful,-204,-117,-0,-107,-157,-148,-612,-412,-522,-358,-460,,-203
  └─ Cash Equivalents,1225,1050,410,496,1061,2296,2475,1820,2097,3157,3305,4415,
  └─ Loans n Advances,-90,-71,1791,717,3386,979,1200,1401,1100,883,1807,6628,
  └─ Other asset items,41767,23198,20195,25209,32889,30754,15939,16631,17644,20543,23044,18229,
Total Assets,233883,231715,273719,295860,335363,329962,355145,410882,441995,482683,507222,528955,
