Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,15,15,15,15,15,15,15,15,15,15,15,15,
Reserves,46,76,134,192,203,213,250,194,214,230,244,236,
Borrowings,14,8,1,1,1,24,22,43,44,45,63,171,
  └─ Long term Borrowings,8,3,0,1,0,0,0,0,0,0,0,0,
  └─ Short term Borrowings,1,0,0,0,0,0,0,0,0,0,0,0,
  └─ Lease Liabilities,0,0,0,0,0,23,22,43,44,45,63,171,
  └─ Other Borrowings,6,5,0,0,0,0,0,0,0,0,0,,
Other Liabilities,20,37,26,33,27,37,33,42,60,78,97,97,
  └─ Trade Payables,9,19,7,8,12,25,20,25,38,42,44,58,
  └─ Advance from Customers,0,0,2,1,0,0,0,0,0,1,1,,
  └─ Other liability items,12,18,17,24,14,13,13,17,22,35,51,39,
Total Liabilities,96,137,176,242,245,289,319,294,334,368,419,519,
Fixed Assets,27,22,22,24,13,34,32,56,60,78,102,208,
  └─ Building,17.64,17.63,1.49,1.78,1.86,31.71,18.85,59.13,62.45,70.35,96.08,,
  └─ Equipments,9.85,9.66,1.27,2.06,2.50,3.01,3.13,3.91,4.59,4.95,6.22,,
  └─ Computers,50.88,51.29,5.08,8.73,13.11,23.27,25.89,30.73,39.00,59.00,73.27,,
  └─ Furniture n fittings,9.47,9.18,2.00,1.98,2.12,2.46,2.47,2.46,2.86,5.42,8.06,,
  └─ Vehicles,2.15,1.93,1.80,3.29,3.32,2.24,0.77,0.09,0.00,0.00,0.00,,
  └─ Intangible Assets,17.84,17.84,12.49,12.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.72,
  └─ Other fixed assets,31.98,32.78,3.07,3.87,5.33,5.51,6.13,7.33,8.55,9.50,11.30,,
  └─ Gross Block,139.81,140.31,27.20,34.20,28.24,68.20,57.24,103.65,117.45,149.22,194.93,,
  └─ Accumulated Depreciation,113.29,118.00,5.47,9.96,15.03,33.95,25.17,47.74,57.72,71.00,93.22,,
CWIP,0,0,1,0,0,0,1,8,12,0,4,0,
Investments,2,19,61,73,82,33,50,47,47,56,83,59,
Other Assets,68,95,93,144,150,221,236,184,215,233,231,251,
  └─ Trade receivables,29,59,37,41,35,45,42,57,59,66,72,69,
    └─ Receivables over 6m,0,0,0,0,0,0,1,2,4,4,4,,0
    └─ Receivables under 6m,29,59,37,41,36,46,42,57,58,74,75,,33
    └─ Prov for Doubtful,-0,-0,0,-0,-0,-1,-1,-1,-2,-13,-8,,0
  └─ Cash Equivalents,7,15,29,67,72,126,150,82,90,82,82,89,
  └─ Loans n Advances,1,2,1,2,2,3,3,5,9,7,7,17,
  └─ Other asset items,30,19,26,35,40,48,41,39,56,78,69,76,
Total Assets,96,137,176,242,245,289,319,294,334,368,419,519,
