Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013
Equity Capital,51.55,51.55,51.55,51.55,52.88,31.73,31.73,31.73
Reserves,-3.98,-9.84,-13.86,-17.68,-15.54,6.42,6.26,3.09
Borrowings,35.63,24.26,22.23,22.83,12.67,6.96,4.44,3.08
  └─ Long term Borrowings,,,,,,6.96,4.44,3.08
  └─ Other Borrowings,35.63,24.26,22.23,22.83,12.67,0.00,0.00,0.00
Other Liabilities,13.90,8.00,8.31,7.31,4.86,5.31,4.66,6.52
  └─ Trade Payables,10.27,4.48,5.24,4.33,2.08,0.88,0.69,0.78
  └─ Other liability items,3.63,3.52,3.07,2.98,2.78,4.43,3.97,5.74
Total Liabilities,97.10,73.97,68.23,64.01,54.87,50.42,47.09,44.42
Fixed Assets,73.44,50.76,45.67,41.70,35.13,33.48,29.00,25.94
  └─ Land,31,12,10,9,5,0,5,5
  └─ Building,5,5,5,5,5,10,5,5
  └─ Plant Machinery,58,58,58,58,58,58,58,58
  └─ Equipments,43,43,43,43,43,0,0,0
  └─ Computers,0,0,0,0,0,0,0,0
  └─ Furniture n fittings,1,1,1,1,1,1,1,1
  └─ Vehicles,0,0,0,0,0,0,0,0
  └─ Intangible Assets,2,2,2,2,2,1,2,2
  └─ Other fixed assets,0,0,0,0,0,46,43,43
  └─ Gross Block,141,121,119,118,115,116,115,115
  └─ Accumulated Depreciation,67,70,73,77,80,83,86,89
CWIP,1.42,1.42,1.42,1.42,1.42,0.00,1.42,0.00
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,22.24,21.79,21.14,20.89,18.32,16.94,16.67,18.48
  └─ Inventories,8.23,8.25,8.22,8.14,8.04,6.76,6.70,6.64
  └─ Trade receivables,1.26,1.28,0.76,0.66,0.71,0.69,0.42,0.32
    └─ Receivables over 6m,1.26,1.28,0.76,0.66,0.71,0.69,0.42,0.32
  └─ Cash Equivalents,0.01,0.20,0.03,0.01,0.01,0.02,0.01,1.92
  └─ Loans n Advances,0.01,0.01,0.01,0.01,0.01,0.08,0.07,0.08
  └─ Other asset items,12.73,12.05,12.12,12.07,9.55,9.39,9.47,9.52
Total Assets,97.10,73.97,68.23,64.01,54.87,50.42,47.09,44.42
