Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,17,17,18,18,18,18,18,18,18,20,120,123,
Reserves,175,170,205,235,272,247,322,375,400,736,1041,1582,
Borrowings,117,119,89,110,178,193,79,106,75,85,170,488,
  └─ Long term Borrowings,17,6,7,15,21,26,20,9,2,0,35,41,
  └─ Short term Borrowings,70,82,76,91,148,158,59,96,71,83,132,446,
  └─ Lease Liabilities,0,0,0,0,0,0,0,1,2,2,2,2,
  └─ Preference Capital,15,15,0,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,15,15,6,4,8,8,0,0,0,0,0,,
Other Liabilities,62,60,106,94,115,83,251,364,232,610,642,855,
  └─ Trade Payables,27,24,58,50,72,51,184,284,127,489,464,653,
  └─ Advance from Customers,3,2,9,4,4,5,4,4,53,61,19,,
  └─ Other liability items,33,34,39,40,39,26,62,76,52,59,159,202,
Total Liabilities,371,366,419,457,583,541,671,864,725,1450,1973,3048,
Fixed Assets,106,110,121,121,140,153,147,146,147,149,227,315,
  └─ Land,1.78,1.78,1.78,4.16,4.16,4.72,4.16,4.16,4.16,12.62,12.62,,
  └─ Building,22.55,22.84,32.32,33.71,36.10,46.48,46.60,49.17,48.46,48.99,75.59,,
  └─ Plant Machinery,59.45,65.31,69.44,71.96,85.88,89.79,93.95,96.20,93.27,97.60,128.23,,
  └─ Equipments,52.73,61.03,72.80,79.17,92.41,104.19,110.81,118.77,129.29,141.85,153.72,,
  └─ Computers,3.50,4.24,5.12,5.61,6.52,6.78,6.55,6.71,7.06,7.65,9.96,,
  └─ Furniture n fittings,3.87,4.45,4.76,5.07,6.01,6.27,6.57,6.75,6.95,7.23,8.31,,
  └─ Vehicles,1.92,1.92,1.58,1.59,2.60,2.60,2.60,2.21,2.58,4.38,4.58,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.16,
  └─ Other fixed assets,2.40,2.80,0.28,0.62,1.91,4.23,5.80,7.17,14.34,6.93,7.55,,
  └─ Gross Block,148.20,164.37,188.08,201.89,235.59,265.06,277.04,291.14,306.11,327.25,400.56,,
  └─ Accumulated Depreciation,42.22,54.28,66.88,80.83,95.54,111.87,129.69,145.41,159.53,178.02,173.90,,
CWIP,5,8,0,0,12,1,1,1,2,39,33,12,
Investments,0,0,0,0,0,0,0,0,0,0,0,0,
Other Assets,261,248,298,336,431,387,522,717,577,1263,1714,2721,
  └─ Inventories,97,108,104,116,136,145,133,216,207,298,342,456,
  └─ Trade receivables,101,69,138,143,181,125,265,383,244,667,1049,1276,
    └─ Receivables over 6m,46,12,0,0,0,0,43,45,102,70,91,,13
    └─ Receivables under 6m,55,57,138,143,181,125,222,339,143,600,977,,70
    └─ Prov for Doubtful,0,0,0,0,-0,-0,-0,-1,-1,-3,-19,,0
  └─ Cash Equivalents,7,8,13,26,19,39,41,45,17,201,169,684,
  └─ Loans n Advances,6,5,5,4,8,10,9,15,40,11,9,10,
  └─ Other asset items,49,58,38,47,88,69,74,59,69,86,145,296,
Total Assets,371,366,419,457,583,541,671,864,725,1450,1973,3048,
