Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2018
Equity Capital,23.00,23.00,23.00,11.80,11.80,11.80,11.80,17.80,
Reserves,-10.07,-7.93,-3.41,-1.11,-0.56,-3.39,-3.53,0.91,
Borrowings,0.01,0.00,0.46,12.55,12.73,13.91,14.12,4.65,
  └─ Long term Borrowings,0.00,0.00,0.45,1.23,1.40,2.43,2.57,3.79,0.00
  └─ Short term Borrowings,0.01,0.00,0.01,0.13,0.13,0.28,0.35,0.86,0.01
  └─ Preference Capital,0.00,0.00,0.00,11.20,11.20,11.20,11.20,0.00,0.00
  └─ Other Borrowings,,,,-0.01,0.00,0.00,0.00,,
Other Liabilities,0.91,1.14,1.79,1.88,1.42,2.33,2.57,2.72,
  └─ Trade Payables,0.05,0.31,0.41,0.56,0.53,0.02,0.02,0.04,0.05
  └─ Other liability items,0.86,0.83,1.38,1.32,0.89,2.31,2.55,2.68,2.89
Total Liabilities,13.85,16.21,21.84,25.12,25.39,24.65,24.96,26.08,
Fixed Assets,7.50,6.98,6.96,6.15,6.54,6.12,6.15,5.87,
  └─ Land,,,,0.96,0.99,1.00,1.00,,
  └─ Building,,,,6.12,7.24,7.32,7.32,,
  └─ Plant Machinery,,,,17.86,17.86,17.96,17.97,,
  └─ Equipments,,,,2.59,2.66,2.66,2.94,,
  └─ Vehicles,,,,0.72,0.72,0.72,0.72,,
  └─ Other fixed assets,,,,0.01,0.00,0.00,0.00,,
  └─ Gross Block,,,,28.26,29.47,29.66,29.95,,
  └─ Accumulated Depreciation,,,,22.11,22.93,23.55,23.80,,
CWIP,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,
Investments,3.85,4.06,9.02,11.79,11.84,10.19,9.81,9.72,
Other Assets,2.50,5.17,5.86,7.18,7.01,7.84,9.00,10.49,
  └─ Inventories,0.23,0.73,0.25,0.25,0.53,0.26,0.35,0.48,0.32
  └─ Trade receivables,0.33,0.48,0.40,0.38,0.17,0.34,0.19,0.31,0.63
  └─ Cash Equivalents,0.29,1.21,0.50,0.24,0.22,0.01,0.01,0.02,0.64
  └─ Loans n Advances,0.15,0.14,3.33,4.63,4.38,3.84,3.90,0.21,0.19
  └─ Other asset items,1.50,2.61,1.38,1.68,1.71,3.39,4.55,9.47,0.54
Total Assets,13.85,16.21,21.84,25.12,25.39,24.65,24.96,26.08,
