Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,2,2,2,2,2,2,2,2
Reserves,17,18,20,20,12,13,16,16,19,23
Borrowings,29,33,32,36,46,55,70,67,76,111
  └─ Long term Borrowings,12.44,15.87,13.14,12.99,13.57,14.87,21.53,10.27,35.00,35.19
  └─ Short term Borrowings,13.70,13.42,15.13,18.43,32.68,35.03,44.01,52.52,36.84,47.36
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,5.12,4.90,4.67,4.39,28.27
  └─ Other Borrowings,2.58,3.72,3.96,4.19,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,19,23,25,29,29,32,32,37,34,38
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00
  └─ Trade Payables,4.45,4.98,7.84,10.24,10.79,17.75,17.23,19.03,14.10,15.69
  └─ Advance from Customers,1.26,1.64,0.59,0.76,0.54,0.59,0.59,2.24,1.23,
  └─ Other liability items,13.05,15.95,16.47,17.74,17.68,13.72,14.15,15.67,18.96,22.40
Total Liabilities,66,75,79,86,89,102,120,123,132,174
Fixed Assets,14,14,16,16,16,25,41,34,30,54
  └─ Land,1.50,1.50,1.58,1.58,1.58,10.67,12.20,18.10,16.51,
  └─ Building,3.27,3.28,3.65,3.71,3.84,3.48,17.21,3.52,3.02,
  └─ Plant Machinery,10.48,11.39,13.93,14.42,15.78,16.35,18.85,21.01,18.96,
  └─ Equipments,0.21,0.21,0.29,0.32,0.35,0.38,0.42,0.49,0.46,
  └─ Computers,0.23,0.25,0.28,0.32,0.34,0.37,0.41,0.46,0.45,
  └─ Furniture n fittings,2.43,2.50,2.74,2.85,2.94,2.99,3.26,3.47,2.92,
  └─ Vehicles,4.01,4.13,4.19,4.60,4.67,4.37,5.22,5.62,6.97,
  └─ Intangible Assets,0.00,0.00,0.59,0.59,0.59,0.59,0.59,0.59,0.00,0.00
  └─ Other fixed assets,2.25,2.16,2.19,2.20,2.20,0.12,0.13,0.13,0.11,
  └─ Gross Block,24.38,25.42,29.44,30.59,32.29,39.32,58.29,53.39,49.40,
  └─ Accumulated Depreciation,10.63,11.59,13.16,14.63,16.02,14.81,17.08,19.49,19.80,
CWIP,1,2,2,4,3,3,2,3,0,0
Investments,3,3,3,3,3,3,4,4,4,6
Other Assets,48,57,58,64,67,72,73,82,97,114
  └─ Inventories,5,5,5,7,7,9,13,14,13,15
  └─ Trade receivables,6,7,7,6,6,6,10,10,14,14
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,2.36,1.99,2.05,2.56,3.42,
    └─ Receivables under 6m,6.39,6.98,6.85,5.90,3.42,4.37,7.71,7.50,10.48,
  └─ Cash Equivalents,2,5,3,2,3,3,4,5,6,6
  └─ Loans n Advances,15,17,21,26,36,31,33,41,46,50
  └─ Other asset items,20,24,22,23,16,22,13,12,18,29
Total Assets,66,75,79,86,89,102,120,123,132,174
