Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,21.62,25.94,43.10
Reserves,4.66,6.91,124.32
Borrowings,0.00,0.00,3.95
  └─ Short term Borrowings,0.00,0.00,3.95
Other Liabilities,3.33,20.37,5.66
  └─ Trade Payables,2.57,18.78,5.10
  └─ Advance from Customers,0.00,0.27,
  └─ Other liability items,0.76,1.32,0.56
Total Liabilities,29.61,53.22,177.03
Fixed Assets,0.01,0.59,0.57
  └─ Building,0.00,0.53,
  └─ Equipments,0.00,0.01,
  └─ Computers,0.08,0.09,
  └─ Furniture n fittings,0.05,0.10,
  └─ Other fixed assets,0.04,0.04,
  └─ Gross Block,0.17,0.77,
  └─ Accumulated Depreciation,0.16,0.18,
CWIP,5.29,5.29,0.00
Investments,0.25,1.92,8.94
Other Assets,24.06,45.42,167.52
  └─ Inventories,0,24,18
  └─ Trade receivables,0,5,18
  └─ Cash Equivalents,14,15,127
  └─ Loans n Advances,0,1,4
  └─ Other asset items,9,1,1
Total Assets,29.61,53.22,177.03
