Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Equity Capital,18,19,19,19,19,19,24,24,2
Reserves,45,49,50,53,39,24,14,-5,49
Borrowings,85,100,108,69,80,82,47,46,3
  └─ Long term Borrowings,26.33,25.20,22.95,11.64,35.17,39.01,23.25,22.99,3.02
  └─ Short term Borrowings,59.11,74.99,85.27,57.01,45.31,43.37,23.29,23.24,0.00
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Liabilities,70,93,59,59,54,53,54,54,17
  └─ Non controlling int,0.80,0.85,0.89,0.93,0.00,-0.55,-0.73,-0.21,0.08
  └─ Trade Payables,58.35,78.70,41.82,42.25,37.70,23.90,28.61,39.56,12.54
  └─ Advance from Customers,0.55,0.41,1.13,8.65,8.14,9.06,2.45,1.25,2.51
  └─ Other liability items,9.98,12.99,14.91,7.57,8.63,20.85,23.57,13.58,2.04
Total Liabilities,219,261,236,200,193,178,138,119,71
Fixed Assets,76,73,69,55,53,49,45,37,35
  └─ Land,1,1,1,1,1,1,1,0,0
  └─ Building,25,25,26,26,26,25,25,22,22
  └─ Plant Machinery,20,21,22,25,25,15,12,10,10
  └─ Equipments,9,15,13,18,20,22,25,25,25
  └─ Computers,1,1,1,2,2,2,2,2,2
  └─ Furniture n fittings,9,4,4,6,6,15,15,15,15
  └─ Vehicles,0,0,0,0,0,0,0,0,0
  └─ Intangible Assets,23,18,23,0,0,0,0,0,0
  └─ Other fixed assets,0,0,0,0,0,-0,-0,0,0
  └─ Gross Block,88,86,91,77,80,80,80,73,74
  └─ Accumulated Depreciation,12,13,21,23,27,31,35,36,39
CWIP,0,0,0,0,0,0,0,0,0
Investments,0,0,0,17,17,17,0,0,0
Other Assets,143,188,167,128,123,113,93,82,36
  └─ Inventories,23.92,22.21,27.40,16.12,16.38,16.74,10.67,9.28,11.41
  └─ Trade receivables,83.85,91.63,97.51,88.69,67.96,53.78,24.28,24.83,6.03
    └─ Receivables over 6m,28.53,7.05,10.73,53.99,44.39,56.60,24.28,24.83,6.03
    └─ Receivables under 6m,55.32,84.58,86.78,35.52,24.41,0.00,0.00,0.00,0.00
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.82,-0.83,-2.82,0.00,0.00,0.00
  └─ Cash Equivalents,2.46,21.07,2.81,2.77,2.71,2.66,2.95,2.71,8.48
  └─ Loans n Advances,18.71,33.18,21.90,10.32,13.26,0.37,0.01,0.08,2.16
  └─ Other asset items,13.76,19.51,16.93,10.47,22.89,39.25,55.56,45.52,8.02
Total Assets,219,261,236,200,193,178,138,119,71
