Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,69,82,83,103,111,121
Reserves,9,76,114,450,942,1473
Borrowings,26,47,52,49,40,152
  └─ Long term Borrowings,10,7,12,25,16,11
  └─ Short term Borrowings,14,39,40,24,20,116
  └─ Lease Liabilities,2,1,1,0,4,25
  └─ Other Borrowings,0,0,0,-0,0,
Other Liabilities,68,78,121,111,159,104
  └─ Trade Payables,48,45,66,81,118,63
  └─ Advance from Customers,0,0,0,-0,0,
  └─ Other liability items,20,33,55,30,41,41
Total Liabilities,171,284,371,712,1252,1851
Fixed Assets,42,42,48,57,183,547
  └─ Land,0.01,0.01,0.01,4.47,4.47,
  └─ Building,2.70,1.70,1.52,1.53,5.98,
  └─ Plant Machinery,5.83,7.37,13.98,14.47,136.61,
  └─ Equipments,0.08,0.11,0.13,0.65,2.10,
  └─ Computers,0.01,0.02,0.05,0.16,0.44,
  └─ Furniture n fittings,0.35,0.35,0.35,0.69,1.23,
  └─ Vehicles,1.46,1.46,1.83,6.40,6.74,
  └─ Intangible Assets,32.54,32.54,32.54,32.54,32.54,32.56
  └─ Other fixed assets,0.00,0.05,0.06,0.07,0.06,
  └─ Gross Block,42.98,43.61,50.47,60.98,190.17,
  └─ Accumulated Depreciation,0.57,1.25,2.17,4.22,7.18,
CWIP,0,7,7,130,417,277
Investments,0,0,0,0,0,0
Other Assets,129,235,316,525,652,1027
  └─ Inventories,20,42,35,89,98,145
  └─ Trade receivables,61,129,211,218,327,425
    └─ Receivables over 6m,17,12,94,68,163,
    └─ Receivables under 6m,43,118,125,167,174,
    └─ Prov for Doubtful,0,-1,-9,-16,-10,
  └─ Cash Equivalents,3,7,8,91,96,89
  └─ Loans n Advances,30,33,21,79,32,4
  └─ Other asset items,15,24,42,47,98,364
Total Assets,171,284,371,712,1252,1851
