Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,3,3,3,3,3,3,3,3,3,3,4,12,
Reserves,38,38,42,44,45,47,42,47,49,131,149,167,
Borrowings,0,0,57,72,67,83,192,107,193,238,298,361,
  └─ Long term Borrowings,0,0,7,7,5,3,14,20,15,11,34,53,
  └─ Short term Borrowings,0,0,51,65,63,80,178,86,178,227,264,307,
  └─ Other Borrowings,0,0,0,0,0,-0,0,0,0,0,0,,
Other Liabilities,0,0,27,46,42,37,60,111,109,71,141,68,
  └─ Non controlling int,0.08,0.08,20.01,21.34,23.06,27.30,50.77,68.00,71.54,1.01,1.05,4.21,
  └─ Trade Payables,0.22,0.01,0.71,16.61,0.26,3.22,1.41,31.55,24.96,45.54,99.14,29.46,
  └─ Advance from Customers,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.80,7.25,0.00,0.00,,
  └─ Other liability items,0.03,0.05,5.89,7.19,18.35,6.09,7.33,10.93,4.80,24.69,40.84,34.65,
Total Liabilities,42,42,130,165,158,169,296,268,354,444,592,608,
Fixed Assets,0,0,30,32,32,29,27,30,51,49,47,123,
  └─ Land,0.15,0.15,2.51,2.56,2.58,2.58,2.58,3.52,3.52,3.52,3.52,,
  └─ Building,0.00,0.00,9.98,10.39,10.76,10.76,10.76,12.74,18.40,19.12,19.26,,
  └─ Plant Machinery,0.00,0.00,18.16,21.93,24.46,24.61,25.28,27.09,46.74,48.02,49.49,,
  └─ Equipments,0.00,0.00,0.15,0.00,0.00,0.00,0.18,0.18,0.18,0.29,0.58,,
  └─ Computers,0.00,0.00,0.03,0.05,0.07,0.09,0.11,0.15,0.16,0.29,0.38,,
  └─ Furniture n fittings,0.00,0.00,1.51,2.14,2.22,2.39,2.24,2.25,2.31,2.70,2.84,,
  └─ Vehicles,0.00,0.00,0.42,0.51,0.94,0.95,0.86,0.93,1.09,1.11,1.29,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,
  └─ Other fixed assets,0.00,0.00,0.00,-0.01,0.01,0.00,-0.01,0.01,0.01,0.00,0.95,,
  └─ Gross Block,0.15,0.15,32.76,37.57,41.04,41.38,42.00,46.87,72.41,75.05,78.31,,
  └─ Accumulated Depreciation,0.00,0.00,2.56,5.72,9.06,12.14,14.79,17.31,20.93,25.83,30.85,,
CWIP,0,0,0,0,0,0,1,15,0,2,2,22,
Investments,39,39,27,26,26,0,0,0,0,0,0,0,
Other Assets,3,3,72,107,100,140,268,224,302,393,542,462,
  └─ Inventories,3,0,30,49,39,76,85,83,154,154,277,270,
  └─ Trade receivables,0,3,31,36,46,50,144,98,110,189,113,116,
    └─ Receivables over 6m,0,0,3,3,1,0,2,3,6,68,28,,0
    └─ Receivables under 6m,0,3,29,33,45,50,142,95,104,121,85,,1
    └─ Prov for Doubtful,0,0,0,0,0,0,0,0,0,0,-1,,0
  └─ Cash Equivalents,0,0,1,5,2,0,3,6,2,8,11,22,
  └─ Loans n Advances,0,0,7,10,6,7,6,9,18,6,48,2,
  └─ Other asset items,0,0,3,6,7,6,29,27,18,35,94,52,
Total Assets,42,42,130,165,158,169,296,268,354,444,592,608,
