Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,6,10,10,10,10,10,11,11,11
Reserves,6,8,37,39,36,43,49,101,90,99
Borrowings,10,18,24,24,26,31,44,46,56,69
  └─ Long term Borrowings,3.87,3.51,9.35,9.50,11.53,15.45,21.74,15.63,20.16,26.19
  └─ Short term Borrowings,6.14,11.92,13.89,14.11,14.80,15.35,22.16,30.59,35.48,42.62
  └─ Other Borrowings,-0.01,2.33,1.17,0.49,0.00,0.01,0.00,0.00,0.01,
Other Liabilities,38,28,28,41,39,37,63,79,76,79
  └─ Trade Payables,21,15,20,33,26,26,49,52,49,22
  └─ Advance from Customers,11,2,3,2,6,1,1,0,0,
  └─ Other liability items,6,10,4,6,8,10,12,28,28,57
Total Liabilities,55,60,99,115,112,121,166,238,233,258
Fixed Assets,6,10,12,15,14,13,12,13,20,25
  └─ Land,2.17,2.17,2.17,5.78,5.79,5.95,5.95,5.95,6.22,
  └─ Building,2.74,2.74,4.03,4.08,4.08,4.08,4.08,4.08,4.08,
  └─ Plant Machinery,0.90,6.05,8.09,8.75,9.16,9.17,8.26,9.48,15.18,
  └─ Equipments,0.14,0.18,0.20,0.23,0.24,0.25,0.25,0.30,0.66,
  └─ Computers,0.48,0.49,0.57,0.71,0.74,0.86,1.21,1.36,1.52,
  └─ Furniture n fittings,1.37,1.37,1.46,1.47,1.48,1.49,1.57,1.70,1.65,
  └─ Vehicles,0.38,0.38,0.38,0.38,0.39,0.39,1.55,0.39,1.95,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04
  └─ Other fixed assets,0.95,0.96,0.96,1.30,1.34,1.38,1.49,2.94,3.72,
  └─ Gross Block,9.13,14.34,17.86,22.70,23.22,23.57,24.36,26.20,34.98,
  └─ Accumulated Depreciation,2.94,4.00,5.69,7.40,9.16,10.57,11.94,13.21,14.73,
CWIP,0,0,11,12,13,17,21,22,36,24
Investments,0,0,0,0,0,2,2,1,1,0
Other Assets,49,49,76,87,84,89,131,203,176,208
  └─ Inventories,27,25,27,41,35,35,47,54,58,84
  └─ Trade receivables,16,19,31,39,42,41,66,94,85,55
    └─ Receivables over 6m,2,4,7,39,7,8,14,25,21,
    └─ Receivables under 6m,15,15,24,0,35,33,52,69,65,
  └─ Cash Equivalents,2,1,3,2,2,4,7,40,9,7
  └─ Loans n Advances,0,0,0,0,0,0,0,7,16,6
  └─ Other asset items,4,3,14,5,4,9,10,7,8,57
Total Assets,55,60,99,115,112,121,166,238,233,258
