Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,40,40,40,40,40,40,40,40,40,40,40,40
Reserves,157,203,293,384,470,477,540,645,744,863,953,1107
Borrowings,64,16,73,63,4,152,125,191,30,293,358,12
  └─ Long term Borrowings,25.35,5.47,9.89,24.57,3.60,50.77,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.97,4.35,52.28,22.61,0.00,86.07,114.68,177.88,19.22,281.43,345.09,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,9.80,10.78,13.34,10.98,11.30,12.87,11.91
  └─ Other Borrowings,37.95,5.94,10.82,15.42,0.02,5.63,0.01,0.00,0.00,0.00,0.00,
Other Liabilities,234,225,155,303,554,121,292,317,226,154,174,489
  └─ Trade Payables,183,132,77,204,437,38,185,203,64,65,73,212
  └─ Advance from Customers,0,4,7,16,24,0,0,0,0,0,0,
  └─ Other liability items,51,89,71,83,93,83,107,115,162,89,101,278
Total Liabilities,495,484,561,789,1067,790,998,1193,1040,1350,1525,1648
Fixed Assets,242,211,281,301,373,369,351,436,434,468,504,849
  └─ Land,44.40,45.88,43.62,43.62,83.87,42.63,35.87,35.87,114.92,136.60,139.70,
  └─ Building,61.42,63.03,61.06,87.13,97.35,171.98,186.81,217.10,146.03,147.17,162.16,
  └─ Plant Machinery,304.34,309.45,171.09,233.33,296.80,292.75,289.90,374.66,394.51,429.59,479.30,
  └─ Equipments,3.19,3.54,1.09,1.41,1.79,1.98,2.54,3.23,3.39,3.50,3.92,
  └─ Computers,4.74,5.31,1.66,1.06,1.69,1.95,1.89,2.74,2.14,2.16,3.97,
  └─ Furniture n fittings,1.93,2.09,0.16,1.98,2.30,2.57,3.08,3.20,2.27,2.15,2.51,
  └─ Vehicles,9.17,9.24,3.45,3.70,4.47,3.36,5.12,6.23,8.01,10.67,14.55,
  └─ Intangible Assets,44.19,44.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76
  └─ Other fixed assets,5.22,5.25,1.27,1.23,2.98,4.06,4.32,5.38,5.54,5.64,6.29,
  └─ Gross Block,478.60,487.98,283.40,373.46,491.25,521.28,529.53,648.41,676.81,737.48,812.40,
  └─ Accumulated Depreciation,236.65,277.32,2.10,72.04,118.49,152.59,178.61,212.34,242.83,269.24,308.45,
CWIP,8,65,20,31,40,132,134,53,56,121,275,108
Investments,-0,-0,0,0,0,0,0,0,0,0,3,0
Other Assets,245,207,259,457,655,289,512,703,550,761,742,692
  └─ Inventories,109,107,113,158,229,130,210,313,325,358,318,329
  └─ Trade receivables,56,38,34,191,304,80,170,289,61,185,156,79
  └─ Cash Equivalents,11,8,15,12,25,4,41,27,57,80,145,106
  └─ Loans n Advances,15,4,12,28,19,15,7,9,14,13,12,14
  └─ Other asset items,54,50,86,67,78,61,84,65,94,124,112,163
Total Assets,495,484,561,789,1067,790,998,1193,1040,1350,1525,1648
