Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,10
Reserves,44,46,54,62,70,68,68,68,73,81,86,93
Borrowings,31,32,31,40,57,58,67,65,65,74,64,72
  └─ Long term Borrowings,6,6,6,12,17,16,26,24,17,12,6,17
  └─ Short term Borrowings,23,23,21,26,36,39,40,41,48,62,58,53
  └─ Lease Liabilities,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,1
  └─ Other Borrowings,2,3,3,3,4,4,-0,-0,-0,-0,-0,
Other Liabilities,13,18,16,23,31,30,38,44,58,42,48,42
  └─ Trade Payables,7.17,10.87,9.33,13.49,18.15,17.47,23.52,27.72,38.28,22.34,27.31,28.15
  └─ Advance from Customers,0.14,0.22,0.16,0.16,0.52,0.73,1.00,2.90,1.05,0.78,0.32,
  └─ Other liability items,5.91,6.41,6.31,9.79,12.59,12.02,13.61,13.82,18.25,18.56,20.60,14.22
Total Liabilities,93,100,106,130,164,162,178,182,201,202,204,217
Fixed Assets,41,44,51,63,79,82,90,90,89,89,85,101
  └─ Land,1.71,1.71,0.56,5.87,5.76,5.76,5.76,5.76,5.76,5.76,5.76,
  └─ Building,20.48,22.79,26.11,29.75,35.93,39.83,41.74,43.51,44.27,44.74,44.74,
  └─ Plant Machinery,52.70,57.76,61.70,74.56,89.63,93.88,105.82,110.73,114.12,118.19,120.26,
  └─ Equipments,1.73,1.76,1.88,1.98,2.11,2.47,2.57,2.66,3.61,4.68,5.54,
  └─ Furniture n fittings,1.16,1.21,1.35,1.36,1.39,1.63,1.72,1.81,1.81,1.82,1.90,
  └─ Vehicles,1.23,1.18,1.51,1.54,1.56,1.99,1.83,1.87,1.90,3.51,3.86,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.15,0.15,0.15,0.15,0.26
  └─ Other fixed assets,-0.01,-0.01,5.30,-0.01,0.51,1.07,1.14,0.66,0.73,0.92,0.91,
  └─ Gross Block,79.00,86.40,98.41,115.05,136.89,146.63,160.72,167.15,172.35,179.77,183.12,
  └─ Accumulated Depreciation,38.07,42.61,47.26,52.05,58.22,64.82,71.18,77.17,83.31,90.73,98.53,
CWIP,6,5,2,6,7,3,3,0,0,0,1,1
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,46,52,53,62,78,77,86,92,111,113,119,114
  └─ Inventories,14,16,17,20,32,32,32,38,48,48,49,52
  └─ Trade receivables,18,20,18,22,20,18,28,28,36,36,42,39
  └─ Cash Equivalents,1,1,1,1,0,0,1,2,1,3,1,4
  └─ Loans n Advances,8,8,11,12,16,13,13,12,14,13,17,4
  └─ Other asset items,5,6,6,6,9,14,11,11,12,12,10,16
Total Assets,93,100,106,130,164,162,178,182,201,202,204,217
